cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
UgyJAGhM_oWxeV9FjZJ4AaABAg,"""Release Ducky Bhai immediately! What kind of way is this — arresting a public figure from the airport? After all, what crime has he committed? Those who speak against Islam are instantly helped to escape the country, but he is treated like this. Saad Bhai, don’t worry, we are with you.""",4 weeks ago,@Hurairahkhan0098,UC_DvbsDFeEnemODyRIXwYkw,0,,https://yt3.ggpht.com/bFvLPyAHiNy1VbJ5Tw6RflJSSN8mx9Hzy236MKLJcocGYRgCXXBEX_MiAio6i5Ohyuue7MlwrKY=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.313566
Ugwp8rXSaZNiwVihAXJ4AaABAg,Ducky Bhai arrested pray for him😢,4 weeks ago,@kakafool,UC8ATt96zg73adjHG1rV1yUA,0,,https://yt3.ggpht.com/ytc/AIdro_m_zB3b-vEw3IFY_-gIa9fgx7WTtPt4jOAhtU6LRkmzQUxN7UR9wCwxMs9an8Z7sCRZHQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.31493
UgzgLAFpMKqVyHoCZ1d4AaABAg,Vote for aroob why say dakey mine anty,4 weeks ago,@AmmarKahdim-j3v,UCwnlQwmu9kBeaTq_mqoehzw,0,,https://yt3.ggpht.com/pVmsmJIlGUpPLAW8vvJgQSPcQP1px7ibFokQmcKl7etkF9fDqR2YymQDH2dZUXRWmRZZ0CpbIQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.316305
UgwlWMJ6aBwPSSm0fXB4AaABAg,Ab aroob ko pata lagaya ga 1 lac per month for internet iske paas kaha se ana tha😂😂1 saal ka contract bhi ho gya hai🤓☝️...ab video ajae gi jaan ke ilzaam lagaye hain😂,4 weeks ago,@Swaggyboii,UC9j4oOFpPRHvjeADLYA9sPA,0,,https://yt3.ggpht.com/ol5m-MpNAUFR403PlI9BJA3LTBmVGFk3E4MUfVhH2rT_qHOH2tIY1uFxPdgQMn-KHWwxpMuYUQM=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.317657
UgzmljRU-fEqEPFWwVp4AaABAg,Ducky Bhai kia ya 8k TV ha?,4 weeks ago,@zakriyabhatti1,UCU2GRimptZ_35-n4zLr9uPQ,0,,https://yt3.ggpht.com/1fm_QwPp_8D43DpmKkm4u4hHc7_-iUY1U0JIRl7E5MSWhjr7MNrhJ7MTaazSCJgHm2xbBnPY32I=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.319029
Ugw83XRKyF_Iq5sZmQt4AaABAg,Ducky Bhai deserve 10 million ❤,4 weeks ago,@FaizanKhan-up7fp,UCJVHJ72A9VVgZ6XP6ZHMk8Q,1,,https://yt3.ggpht.com/ytc/AIdro_lAyCmPuPTcTtYpOA4QnUiNiel5MSi2UOypDgNoiTtaAGtGVrLt1wtS6foazk69LW0x-w=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.320351
Ugxvwwd7kRlnWiJPuPh4AaABAg,Tv mehnga ly liya ha 98 inch tv ki price 8 lac ha,4 weeks ago,@adilshahzad3522,UC38cI3efc4JUeu_vu_PPVOw,0,,https://yt3.ggpht.com/ytc/AIdro_nt7LjLi1FTUmfFP2Vc8-rH0ruvniX-gTIbYvuNJUSBZww=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.321651
Ugyr6RHwjzLUEAeJI794AaABAg,Ducky Bhai ye such he ke app arrested ho gaye he😢😢,4 weeks ago,@Shorts_Videos-g6b,UCZ1JPg2-JXdSsWfx9mGjq_A,0,,https://yt3.ggpht.com/k1MseI63uFmaDdVhTYRoivlMyyFx019G67D2sPfZAddgzQEczoPNf6VHWeRu2QAKKSvqhoCbVQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.322955
UgwR1yso-7as0NYIG8V4AaABAg,Hi❤,4 weeks ago,@SAAD..AWAN.PL-218,UC-NgDJAI5sn8X54qEavAEBA,0,,https://yt3.ggpht.com/Y0TozQhd_q_7ID7fIUs6R8OVcoJN-074FufJ0xVOuY1iKSkyAKtATDhkRjlJI25GyJLSmcRF=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.706458
UgzpowD_rYzta1ZU-Ex4AaABAg,"Pray for Ducky bhai to be released soon

 
Inshallah inshallah inshallah 


Please pray for him

 please pray for him 

please please please please please please please please please please please please please please please please please please please please please please",4 weeks ago,@Duckyedits1,UCXMrgmXwpSME0Dh9wRjzkJw,0,,https://yt3.ggpht.com/pyaJebF4MlJljbTelkjtAsk9T4tQ530dX_Pgorvn23Kvw2_wdvPAiHvNXA5YaqxL-bVUp2j7HA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.707949
Ugzxg9qmkewYyV4sJjx4AaABAg,waqar zaka ne ap par hi hamla karna shuru krdia,4 weeks ago,@usmanff5821,UCVYhnWAIM0fJBUOsJaZMoJA,0,,https://yt3.ggpht.com/7moV8QKV1ZAhl9gMevo0F-YX41X-W4NbU0ovFcwKHdcrZDhWdDT6jrsqgV5ikQLAZNHe8CSYo3w=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.709363
UgwqHU9L62uU4eIC_MB4AaABAg,Ducky ko arrest kar leya ha 😢,4 weeks ago,@Faraz_zahid,UCJyNndtu__ieawPbJkNDa3w,0,,https://yt3.ggpht.com/x5mN47iiIO6ZgJPQcarSWpAaDF4SUMEUPxoAsDJjd9rb-ThGZ8bZD2JjVMUcl_wXukfQieA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.710697
Ugz5zsqPmLOq3lx9BW54AaABAg,Itnay baray Tv pay likha hua hai mini led 😂😂😂😂,4 weeks ago,@RAJATALAL123,UCa5Cvy2C1paMSrg1WidutiQ,0,,https://yt3.ggpht.com/Nrs-A5Ez1oKcWM3J5yt2RibichAKSzGaW6SkoXyVlno_cE5mIK-f2stGMKU_fFoahXPMs6Y8=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.712005
UgzeYnCPuLcBsc_dqBV4AaABAg,❤❤❤❤,4 weeks ago,@HadiaSheikh356,UC2OzXSaQ3e090zRgd5mJBcg,0,,https://yt3.ggpht.com/LHqhznGjvK1UVfuX_IHsDhxa11zRXqWVKEBIb7CFmRE24hGJVZE6BJ84Im66vV2hvjk1ur3n=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.713544
UgxSp9iWZTQ4uufOnUl4AaABAg,Allah ducky bhai ko nazar e bad se bachaiy,4 weeks ago,@HusnainRelated,UC3oqUQfKHSpbnPvHjrRN3ng,0,,https://yt3.ggpht.com/m6VxD3d32Q5usWrUI8c4hQR1gK3CTqcPt5pPc1bA0SgIt7vgtRmKOvL0QRV5A0q8AY32sKWyHA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.71491
UgyJRPUkcFsbv6Y7GcR4AaABAg,Mashallah,4 weeks ago,@UsmanIqbal-k3w,UCxIaEslpf3Gt3nllXsGtYuQ,0,,https://yt3.ggpht.com/ytc/AIdro_mAWg58IBKXFhu4bm3kI7I_ZggqkEUt9om22H0cLhyfl1LXB0Qf2Vc0JGtOYc7FAYKWCA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.716247
UgyHI3GaTAybNmcCraJ4AaABAg,Masha Allah Masha Allah..ducky Bhai new gahr ke purchase wale video sy apky vlogs dhekna strt kaiay .this is my 1st comment Masha Allah Masha Allah.. Allah apko aor zayada nwazy u have a beautiful family,4 weeks ago,@deepthoughts-u4j,UCpdrwvOXKwjqSDHYmOZj6zA,0,,https://yt3.ggpht.com/gIEVz-PivzwnMx_yclXxyIPqNcOa7pTvjk-8HwmeLGpOM3VBG2wkQ3HPgv7J6rHHk3o9H8iLs4Q=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.717573
UgwJlWXytRa4sdDgdRl4AaABAg,Ducky bhai ❤love,4 weeks ago,@omerlodhiking,UCG1BM475fFVIEUR3Rkibgbw,0,,https://yt3.ggpht.com/ytc/AIdro_kghj6IsyrE1N06BjvWWGHkFWkZx6Hv7zvTIEH4L9xL3Z2pxlwisykzJylXJN4sVl1laQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.718876
UgweyjpheRsnAiXfMt14AaABAg,15:18 ducky bhai arrested guys pray for ducky bhai 😢💔,4 weeks ago,@Abdullah67837,UCJb6BA3ZEshgC5LUrCnqV7w,6,,https://yt3.ggpht.com/tyafs6RRVlRzuCnKVVSIfNgs999azv9fe_EKBo5IgB3RH-CArWp4lTnJBJnE6mnqk-7qk6QX=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.720229
UgwlasZIX3bX32lesNR4AaABAg,Saad Bhai Allah Pak Apke naseeb hamesha acha rakhe or ap sab ko salamat rakhe,4 weeks ago,@shahidabbas6618,UC_9uu2YJGxHHweaxT-MzNtQ,0,,https://yt3.ggpht.com/ytc/AIdro_mlJgJ3ti9h9zsJatH8Jqfyoqa18bO_s85xLNoC3c7xjp8=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.721528
Ugxr2jgX_rZoKsNAMsh4AaABAg,Lucky bhaiya mehandipur please give away kar do koi chij humne bahut der ka aapko channel ko subscribe kiya tha jab Apne channel start kiya tha tab ka humne channel ko subscribe Kiya hua hai to please aap aisa mat kijiye hamen bhi Koi chij ki dijiye aapki bahut meherbani Hogi😢,4 weeks ago,@Umarogujjar,UCHA5WzypeJfYqrwRMfSR0Pg,0,,https://yt3.ggpht.com/x8PB3CKB_sOp_Ihl-39NMeDODK8uMl7Y3ItTpzFJXCPLl2k7Weu1KkGI4BNz2vQIUIbTfbJVdH0=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.722817
UgzBTCr1g_9xmcdixwN4AaABAg,Sub haram ka paisa ha biwi ko dekha ka Ami ko dekha ko Konsa naik Kam ker Kiya,4 weeks ago,@rehankayani744,UC2QW3xviQGhX4zWYmsEzurA,0,,https://yt3.ggpht.com/ytc/AIdro_lp9OQ-_ykMGuXZ9KrcKyPSm9kA9vB9cMF5T5UXie-0OmMMmgygTjG1BuATiGxiSrkuCQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.724104
Ugzxmb5dvXYGh06_NJF4AaABAg,"Ducky bhai got arrested 😢
Allah jaane kia muamlat hain😢",4 weeks ago,@Nomanffplayer,UCiLcM8vcTgeEoSOnMXxuX9A,1,,https://yt3.ggpht.com/LyKEavIExuXodwnNvLqBCsojBGiIwjM3UT0E4GcuzEv_m6SpEwWdk86RYL1LlN16lHjO0I4HSWU=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.725428
Ugx0wTB00-ExxreF5yV4AaABAg,Donkey de maa da nak surr verga,4 weeks ago,@shazamann,UC0sS3sBaGsOFjTRCIf3toDQ,0,,https://yt3.ggpht.com/VJS-iS9AWzhecw3wRwZ_AuzCeNMIiJcb4xf4rjnLcQvQ03fltbSYgd_84-pftFEK0SJJxnXwlAU=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.726731
UgyqyJ3rvEh15mcfOPZ4AaABAg,Future trillionairs like this comments 👇,4 weeks ago,@zafarzafar9039,UC-SyhEstJT0sEV22g1mCr5Q,0,,https://yt3.ggpht.com/ytc/AIdro_lTZVwyL53z1ufwQz_YTWdRmYRyLVaVrAULE3WSlxPJRz3hX231JtcFTPzIK_P_AaT8nA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.728129
Ugzv7U-RffeTE0T0NQl4AaABAg,Ducky bhai romaisa se meet up rakho plz plz plz,4 weeks ago,@Muhammad_Bilal-01739,UCRW2al-q3z1VRrKC3fYdRpw,0,,https://yt3.ggpht.com/Yuxj3u3efdt3I7BLQ85gkLLaHADjC1U3S9QyekIG0f19h8PL-9Ra5hCHpW_W0Uytn8mAP35Vyg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.729456
UgwIY48T6jNyVfo3ckd4AaABAg,Inshallah saad bhai jald se jald jail se reha hoga Inshallah😢😢,4 weeks ago,@wazirXtreme,UC8Syt-JUeiFhI7-bBV4fRyA,1,,https://yt3.ggpht.com/h1eixjYDtqO5O7coaXwwaHWJt9KXmTU97mxaalraIj9ilxa30PelU2b0gqhgshdXllnwCTO_cw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.73076
UgywjdnIn-SOpPEcFkl4AaABAg,But he got arrested,4 weeks ago,@mightyplay7058,UC0BO6pynEmY0ZZmiX2DQBAQ,0,,https://yt3.ggpht.com/peKdCKnFsML2MblPzsSLEPcT6jjXbsb5oy5W6X5gd6JvCLsBXYfMkRWv2zxs8ssJ0G4FOaYXwA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.732082
UgxIyEhjOGUYCuOo2oF4AaABAg,At the end.   Break all the cost to  ducky Army,4 weeks ago,@malikzubair4321,UCEDZJhzSM5t7xvAZGfKXNuA,0,,https://yt3.ggpht.com/TSZ1pLrfpTSYNqUyMVT36FBe-IUWZE_dJLVnrYHNNl0pSdhW6L8TgPo2YyVOC3k9DBQe-85W=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.997952
Ugwq8P8aKb6hHKGUO3R4AaABAg,Masha Allah ducky bahi so proud of you.... Yehi dream hoty apni family ky liye krny ka or Masha Allah apko dyk k bhut khushi hoti Allah apko is sy b ziada nawazy♥️😊,4 weeks ago (edited),@armysarmyland5351,UC7Unav5xlYxnitFwrjihQ9w,10,,https://yt3.ggpht.com/HE8BnSMr-1D-mZ5hMIqXjHFeEDY_PbNPXiYKLIZupMNIOgSdMTKE2-PZE8RM_m0xcJswsBCXIpE=s88-c-k-c0x00ffffff-no-rj,False,False,1755529666.999828
UgyhOX_lQCKELJgOSfd4AaABAg,کوئی فائدہ نہیں ہے تیرا لاکھ کی ٹی وی لگانے کا ہے یہ بھی ایک دن ختم ہو جانا ہے بے شک تیرا لاکھ خرچ کرو فضول خرچی نہ کریں اس سے پہلے بھی اپ کے پاس گھر تھا اتنا بڑا اس کو اپ نے چھوڑ دیا اس گھر کے اگیا اپ نے کیا سمجھایا کہ بس پیسے مفت کیا حرام ہیں اللہ نے دیا تو اس کا شکر ادا کریں فضول خرچی نہ کریں اپ کہتے ہیں میں اتنا سستا نہیں ہوں یہ تو بس ایٹیٹیوڈ بنانے کی کوشش کرتے ہیں اپ کوئی نہیں کچھ نہیں ہوتا اس لئے,4 weeks ago,@Mudrasa-n4f,UCw5T7Pf6G3aadTgQkwnxuUQ,0,,https://yt3.ggpht.com/ytc/AIdro_nZa2L5tvX7AvSd4Ge5CNES4grhI0iSwAR0FOEKVgy-ONyNf84-qq6U12ADeVbgPcot_Q=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.001479
Ugx9gQPPPJDXORmXrxt4AaABAg,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,4 weeks ago,@IlyasJaan-y2m,UC0oAJgqT2kvMM8ESXdcB8ig,0,,https://yt3.ggpht.com/ytc/AIdro_ngIMlirWw1eEdyXnSD2HjV1JCQJFgOOQnQT0dzOp6dzalDb4MvxXxuXMw-KT5R6ckjgQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.003052
Ugz-frVGoLVCAa6dclJ4AaABAg,Love you ducky bahiii ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,4 weeks ago,@IlyasJaan-y2m,UC0oAJgqT2kvMM8ESXdcB8ig,0,,https://yt3.ggpht.com/ytc/AIdro_ngIMlirWw1eEdyXnSD2HjV1JCQJFgOOQnQT0dzOp6dzalDb4MvxXxuXMw-KT5R6ckjgQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.004543
UgyGqiZNdFU817IPReV4AaABAg,Arrested,4 weeks ago,@outsidethoughts2025,UCfHzCLfwj_zOY-qSVrW0KJA,0,,https://yt3.ggpht.com/jbYIRpj2pOAtOZ_VN8JIqIqCAH1UITA_wnHtSZgDATOJQ-8g_8qF5ctqXbgY_xPinLA8dY-uog=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.006319
Ugx3zXh2sgpJgYfW7Wh4AaABAg,Ducky Bahi is arrested breaking news 😭😭😭,4 weeks ago,@AhmadArain_op5,UC_dOD8q7RsZT4ULXDfSUbOA,1,,https://yt3.ggpht.com/QAT6na6OfdUQzpTt6_TQz7i6_D90IpqAHyRxGaCcLr3E0EDJAjuNaogR5A0T_zHenx0V35M8nA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.00784
UgzZ7L27L2kfOPkqXu94AaABAg,Ducky Bhai got arrested ... Latest news,4 weeks ago,@SHAHRAM_KHAN_7401,UCacDvzNXC1Yq7akPAvKRmjw,0,,https://yt3.ggpht.com/FHTZZkTmxT_J69der_OPZ1j0HaHsDy3nSJ951N0SWYwVd4cTxQaEw-MwUoPWq1jBRkhxlZ1H=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.009712
Ugzdgil6pg7HDAl9W994AaABAg,Ducky Bhai Arrest kiu Ho Gia Ha,4 weeks ago,@ArhamMiraj-s9y,UCmAMqdSNQCrschnOJURttvw,0,,https://yt3.ggpht.com/9LVdR390pQa6L8LIAG9mVqKKZ2OmDSlYjrmcyWSTUvAgHduEXPKEX3ze9devoGFapPwHYXwmI7o=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.011334
Ugyn4A7LwdtPi5r0DGl4AaABAg,Nazar hassad se bchny k liye insaan ko azkaar namaz zaror prhni chaiye,4 weeks ago,@Mrskhan12,UCQ4jvT4-YQpMwVCdM40uRdA,2,,https://yt3.ggpht.com/NUIJhhlnb7GMTMkJOfXuGLvrD18Shxnx4tzsjtBDCGb-9fqblEqP9cxlfFXM0GWghOXt8MYSEw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.012915
UgzU2uWv0QnkMhL4bHd4AaABAg,Today news ducky Bhai got arrested 😭😞,4 weeks ago,@Azansulehrivlogs,UCY6dBDF4VOxT4IMJSri6vcw,1,,https://yt3.ggpht.com/cOLiYB5j7QWTpTtZ6EYD4nEQgKgYkycwyPTh525sNpHwqXmeZZvVHfzS9IjPFcCZjTu30Zg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.014396
UgzM2EVRTkN5UohnoSN4AaABAg,Ducky bhai Haider shah ka nanga dekha😂😂 video mere pass hai send karo,4 weeks ago,@Arhampandu-b3x,UCxc8x1ZED0AY8yo34pRf_KA,0,,https://yt3.ggpht.com/ytc/AIdro_kfABKUga5pkR_PK1zv25kVetQzu8rI1gpUCBBfrfozEcXzfLd7PfV06oBEEbUdzI7HWg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.015921
UgwkucoKmvJVr1lRi-t4AaABAg,Saad Ur Rehman Aka Ducky Bhai Is Arrested By Police,4 weeks ago,@sheikhzaid4911,UCRjv_ZTRmVtAlr-vn-amI4Q,0,,https://yt3.ggpht.com/JBfJB4REGSPHUUTH5qFcQhKyL8FUbEh4uoC8tLCv3P-f12BEZBd6qKFDjAz5ry6GYdxIT9guqA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.017466
UgyM5Ye_4eOhS2QAIQJ4AaABAg,❤❤❤❤,4 weeks ago,@hafizammar.....090,UC59-yP2jMgZmVSTU-6Mn-jA,0,,https://yt3.ggpht.com/xMWDejdlqWwsPfFL3i8pvFQ21gn7VFSPYnGAKyScTsapcmkvlQlGp5a6JZ7whh3IBfujFHHsyw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.018945
Ugz5L9M_GUveOJmoBSR4AaABAg,Ducky bhai u will be back soon In sha Allah 😭💔,4 weeks ago,@Ali_Khan150,UCioxziPtILpcipmDUaWgCig,1,,https://yt3.ggpht.com/oWQq5YN3nYan4bwyVEaon2aceSrkWtuXeGKcNv-mUhKbjJDq-_CIS8aGUZcLqkUKSbU1-c2LoVk=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.020437
UgxyKjU30It15UIqQbN4AaABAg,Duky Bhai my big fan hon my AP bona chon ga AP apne germy Quran pak perhan is se home nazer ni lag ti❤🎉,4 weeks ago,@subhan_warraich,UCzqAGClgwfPD_qveNdC89Hw,0,,https://yt3.ggpht.com/xHR4JzQCyV9fEcWC6HwH3HQY-bo4ICrA1R8CEXLV9VJo4ouyA7hP7o6LngwGHEQU9FvpXsSFnA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.02189
Ugxica0TKrlaq8J7SSx4AaABAg,2:28 bro who is the person in this seen . Jo darwazy k pichy chala jata ha jab wo ducky bhai ko vlog karty dekhta ha you can see at the time that i mention,4 weeks ago,@Thecreepys,UCyQtkhLh_LHsPV79dgNj6Pw,0,,https://yt3.ggpht.com/OPsrIuTuHuElYPfuPnL-nU9drpML9xbzuO2Ss-_SNcoGISipnfH7PBWVoIEPVm35Leh5LIF5Kw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.023786
Ugw-I741P4uOpum-OXd4AaABAg,ducky bhai bhot mehanga liya haa osne thaaag liya haa max 7 lac isse zayada nhi,4 weeks ago,@abubakarkhan010_56,UCFFoO28-SXPhOuTUajYB37w,0,,https://yt3.ggpht.com/W1dut5xHgTSgVIkf357aMoOWQz0gOvtNqxE6DjMxTg6s9MvpEJbFWqm3eTWf0hGTPcY4EuwW-Q=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.025973
Ugym_9Y53fuwftMH9x94AaABAg,8.9 million sub show ho rahy 😢,4 weeks ago,@Shezada-dq4rr,UCtBQPiE8MhLshr92txq2Fzw,0,,https://yt3.ggpht.com/ytc/AIdro_mGCcO77qRAILeeq23h9y6AoVb-S6jhNjs55xh4H1JqzRtYoueMFrSC8S9Y7lZhzF6Tww=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.027672
UgznKDqGDP7j5G5h_-54AaABAg,Arion Bhai bohot pyari hai or ap bui bohot achhe ho,4 weeks ago,@saiqaamjad-z1r,UC8HYlaAwtT5fL-U4F6kgjVg,0,,https://yt3.ggpht.com/ytc/AIdro_l54yF6Qfk88iJhqcF59Y69jL1iCwsnKeDDKcgsPjovdXsdKF5xjsL5V9UGw6g2NBarNw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.029411
UgydVXZ7etje7EDHgsZ4AaABAg,Ghar but pyara hai,4 weeks ago,@saiqaamjad-z1r,UC8HYlaAwtT5fL-U4F6kgjVg,0,,https://yt3.ggpht.com/ytc/AIdro_l54yF6Qfk88iJhqcF59Y69jL1iCwsnKeDDKcgsPjovdXsdKF5xjsL5V9UGw6g2NBarNw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.375887
UgzPu95rkaBr1xNDYPB4AaABAg,MASHALLAH,4 weeks ago,@saiqaamjad-z1r,UC8HYlaAwtT5fL-U4F6kgjVg,0,,https://yt3.ggpht.com/ytc/AIdro_l54yF6Qfk88iJhqcF59Y69jL1iCwsnKeDDKcgsPjovdXsdKF5xjsL5V9UGw6g2NBarNw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.378638
UgyGoOuOKygSCL2ok9B4AaABAg,Muneeb k sath😂😂😂,4 weeks ago,@SajidWazir,UCFeccDPM1bZKOFfPSxLyr5g,0,,https://yt3.ggpht.com/ytc/AIdro_kdXeOD4SgpTWZYba4tjQAr6qfexCDUdLDAZksFCny_pfU=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.381225
UgwIAwJmYuNJWNzslOR4AaABAg,Bro in the news it says that ducky bahi got arrested😢😢😢,4 weeks ago,@ShumailaRehman-m9v,UCcYCfKhyFKFRDqsxPPb9weQ,4,,https://yt3.ggpht.com/ytc/AIdro_ksNo0OCYCEpJ1Y2DWkiPYBnuecMMK3n2XYIS3seg3uL2AZe_z72pGM3SMTEDmmnIugGQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.383771
UgxTemvPOtaJmc0MqTx4AaABAg,Bro please donate in team water,4 weeks ago,@ImdadAli-un3rf,UCIVh74YeB8VTzdWgn67hUaw,0,,https://yt3.ggpht.com/ytc/AIdro_mLEChNwe_lx5IJHHpTTyeQDZF6dqNzqdv0qIYwxwOIZFEIqKZ4yJI21xrQfhWDIZaP-Q=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.386127
UgzIXG-yg1kKQBgcB1Z4AaABAg,Ducky bhi agher me ne is waqt me ap Ka sath Nahi dia to ma Ka fan Nahi love you ducky bhi,4 weeks ago,@theimtiazstorepk4046,UCdcvoiulUcj4R5wzDZQZKTQ,0,,https://yt3.ggpht.com/ahcimzVhdOiBC_pJNP6D9qBAhMk-lOE9Ke2h2oqzCbPw_iI_-ECA4drjIKH3fquwQ2UIzHieFrw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.388604
UgxB-SogmRtsVNdGC354AaABAg,Hi,4 weeks ago,@dawoodrajpoot-804,UCCJykYPo40WwCxsP-4SLUwg,0,,https://yt3.ggpht.com/NBU1fBTTgGrAYjAHO4dP3hdAmmfyqbPX9uZvwyD1Go1farbV_Yc20py4O4pnyCzpsaVZL99m=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.391436
UgzJXTCJMsEX9cUwM454AaABAg,Donkey apna nak te pul chotay kera le,4 weeks ago,@shazamann,UC0sS3sBaGsOFjTRCIf3toDQ,1,,https://yt3.ggpht.com/VJS-iS9AWzhecw3wRwZ_AuzCeNMIiJcb4xf4rjnLcQvQ03fltbSYgd_84-pftFEK0SJJxnXwlAU=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.394089
UgwdoUBzniHJ9zTc-RF4AaABAg,boy got jailed,4 weeks ago,@Sensai99,UCTqpTH5qW7uwzQ46hyxsJ2g,0,,https://yt3.ggpht.com/WgSKmvswQePulNcUn-x4G4akXCyTlCGPm3euuEh820YrOZphnetveENWWg8BZ5yZQ3TAVqKoag=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.396569
UgwF0YWp88ykgT8NWyp4AaABAg,Yar ducky Bhai ko arrest kr Lia Hy,4 weeks ago,@SyedMuhammadHayyanAliGillani,UC-BUl2yDxfYLl4oSx6HCk6Q,1,,https://yt3.ggpht.com/dzZDF1rlTi376hSCkllNCYg6NVOJu9Xc-VjoPj_yE79G3QgR9hC-BZxTv_-yX-rkgbL0fO1IIw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.399023
UgygvWvpMxYr9C0n_GN4AaABAg,Ahem khabar he k ducky bhai arrest ho gye he ap se guzarish he k ducky bhai ke liye dua kare,4 weeks ago,@keshavsawlani890,UCeY3bgtj9U5r3p8AEpITO6w,2,1,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.401474
UgzdT18x8xyo-MLq9754AaABAg,❤❤❤❤,4 weeks ago,@techn356,UCJCqKwWZvcIxBN5OuAfSlng,0,,https://yt3.ggpht.com/K4j_XkvIotlIeqn3QeZ9_EwxcXaxt_fB2Tqe-h0tBI2VoeeQq-h1AvRO5wet-LiOVTStZDb1uQ=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.404221
UgxToAnETQbXTBgIqEp4AaABAg,Stand with ducky bhai,4 weeks ago,@Old_is_gold362,UCmPcb-I4mv14Rpobl-JjV4Q,0,,https://yt3.ggpht.com/jZQHrMwACLRUdzT7auJxTeW5UBZiRYn-3rD832nMbib7JxFmRhCUDIhnrQi-X8OztLAlLwVFKA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529667.40658
