app,lang,content,score,detected_lang,sentiment
Easypaisa,ur,یہ ایپ بہت اچھی ہے لیکن بعض اوقات یہ کام نہیں کرتی ۔ اس وجہ سے پریشانی کا سامنا کرنا پڑ جاتا ہے,4,ur,positive
Easypaisa,ur,محمد ذوالقرنین عرف ملنگ,5,ar,positive
Easypaisa,ur,v.good app,5,sl,positive
Easypaisa,ur,lite.live.bigo.sg yang menarik untuk dikunjungi wisatawan asing dan bercahaya bukanlah seorang wanita merupakan panduan menuju dan memasang wajah datar dengan menyediakan,2,id,negative
Easypaisa,ur,بهت۔اچها۔کام۔آپ۔کاهے,5,fa,positive
Easypaisa,ur,zeemeedar,4,nl,positive
Easypaisa,ur,kya bat he,5,tl,positive
Easypaisa,ur,یہجبد بھ ںب,5,ur,positive
Easypaisa,ur,adeel gujjar,5,so,positive
Easypaisa,ur,hidayat khan khaksar,5,id,positive
Easypaisa,ur,ملک بلال صاحب,5,ur,positive
Easypaisa,ur,السلام علیکم اپ میرا ایزیپیسہ ایپ نہیں چل رہا میرے پاس انفنکس ڈیوائز ہے پہلے اسی ڈیوائس پر میرا ایپ چل رہا تھا,1,ur,negative
Easypaisa,ur,ᅠᅠᅠᅠᅠᅠᅠᅠ,5,unknown,positive
Easypaisa,ur,easay pasay download karo or bae fakhr ho jao,5,so,positive
Easypaisa,ur,زبردست بہت خوب,5,ur,positive
Easypaisa,ur,زبــردســت!!,5,ur,positive
Easypaisa,ur,میں اپنے پاکستان سے نہ قرضے لیتے ہیں اور نہ دوسرے ممالک سے تعاون کا یقین رکھتے ہیں۔۔ 2500,3,ur,neutral
Easypaisa,ur,یہ تصدیق بلکل سخت تریجی بلکل کچھ آر سخت سے سخت سسٹم استمال کیے جائیں ۔اور اس میں کارڈز اڈر کرنے کہا گیا مگر کوئی ریسپانس نظر نہیں آیا ۔,5,ur,positive
Easypaisa,ur,mere 600 kha gya hai 😅,2,hu,negative
Easypaisa,ur,اچھی قیمت,5,ur,positive
Easypaisa,ur,بہترین۔ایپ۔بہت۔ہی۔محفوظ۔ایپ۔ہے,5,ur,positive
Easypaisa,ur,شکرن,1,ur,negative
Easypaisa,ur,tek kam nahi kar raha hai,1,id,negative
Easypaisa,ur,السلام علیکم گزارش ہے کہ آگے چل کر کوئ چارجز نہ بڑھاے جائیں,5,ur,positive
Easypaisa,ur,nice application,5,it,positive
Easypaisa,ur,sardar wali,5,so,positive
Easypaisa,ur,zabar 10,5,tr,positive
Easypaisa,ur,ok toll me,5,hu,positive
Easypaisa,ur,shahzadisiddigue,3,so,neutral
Easypaisa,ur,اپلیکیشن کی کارکردگی اچھی نہیں ہے حتیٰ کہ آپریٹر بھی صحیح طریقہ سے بات نہیں کرتے مینے 22 تاریخ کو انٹرنیٹ کا پیکیج کیا تھا پیسے کٹ گئے پیکیج نہیں ہوا میں بول رہا ہوں پیسے واپس کرو لیکن کوئی سنتا نہیں ہے مہربانی فرما کر میرے 1000 روپے واپس کرو,1,ur,negative
Easypaisa,ur,بھت اچھا ھے,5,ur,positive
Easypaisa,ur,ھباٹی 21,3,ur,neutral
Easypaisa,ur,goood,5,so,positive
Easypaisa,ur,زبردست بہت خوب جناب بہت خوب,5,ur,positive
Easypaisa,ur,مظفرراجا,5,ur,positive
Easypaisa,ur,masha allah,5,so,positive
Easypaisa,ur,bahot acha hy likn yar munafa nhi dwta he aghr deta to bahot acha hota,5,cy,positive
Easypaisa,ur,یہ عیب ایزیپیسہ والی بہت اچھی ہے,5,ur,positive
Easypaisa,ur,یہ بہت ایک اچھی ہے مجھے یہ پسند ہے,5,ur,positive
Easypaisa,ur,عجیب,5,ar,positive
Easypaisa,ur,عرفان کھوسہ,1,ur,negative
Easypaisa,ur,نايس,5,fa,positive
Easypaisa,ur,kokabnooarin kokabnooarin,5,sl,positive
Easypaisa,ur,app not installed,1,sv,negative
Easypaisa,ur,بہت خوب انتخاب ہے,5,ur,positive
Easypaisa,ur,easyoaisa app,5,tl,positive
Easypaisa,ur,grart,5,sv,positive
Easypaisa,ur,v nice,5,cs,positive
Easypaisa,ur,بھوت خوب,5,ur,positive
Easypaisa,ur,easypaisa,5,fi,positive
Easypaisa,ur,hay ahsanullah zabardast bahut achhi app he bas katoti kum karen shukreya,5,id,positive
Easypaisa,ur,زززررسڈرر,5,ur,positive
Easypaisa,ur,ahasnallha,5,so,positive
Easypaisa,ur,boot a6i h app but 1 ropy m mara fun ni nekla muj zurt h fun ki,5,sq,positive
Easypaisa,ur,بہت بہت شکریہ,4,ur,positive
Easypaisa,ur,کشمیری,5,fa,positive
Easypaisa,ur,pln easypaisisa,1,fi,negative
Easypaisa,ur,بھت اچھی ایپ ھے لیکن برائے کرم بل جمع کراتے وقت ٹیکس میں کچھ کمی لائی جائے شکریہ,5,ur,positive
Easypaisa,ur,zbr10 ap,4,lv,positive
Easypaisa,ur,بھت اچھا ہے,5,ur,positive
Easypaisa,ur,ش زاد باد کہہ دیا کہ وہ بھی ٹھیک ہے چل چلاؤ پر بھی لنعت غیروں سے جالن چھوڑ کر اساں تیڈے نانویں پر ہو رہا ہے چل چلاؤ پر بھی لنعت غیروں سے شناسائی کی تو میلر نے بچا لیا گیا ہے چل داجل کے بعد قیامت کے دن کا بہتے ہوئے پانی کے بعد قیامت کے دن اس نے بچا لیا گیا اور ان کا بہتے ہیں تو اس کے دن اس نے اپنی زندگی میں ہی نہیں ہوتا اور وہ اس نے اپنی شاعری کا ن لیگ کی تو آید لان ور اور وہ بھی ٹھیک نہیں ہو سکتا ہے کہ وہ بھی ٹ ٹ ھ میں تیڈی رکھاں تے ہیں اور غیر قانونی طور تو آید لان ور اور ان کا غلبہ تھا اور اس,5,ur,positive
Easypaisa,ur,comfortable.,5,es,positive
Easypaisa,ur,ھیلپ لاین پر ملاتے ہیں تو کال نہیں ملتی آور نہ ھی ۔رسپونس۔ملتا۔ھے۔یہ۔بیکارایپ۔میی۔نے۔اج۔ایک۔اکاونٹ۔میئ۔کیش۔سینڈ۔کیا۔جو۔میرے۔اکاونٹ۔سے۔کاٹے۔جا۔چکے۔ھے۔اور۔اگے۔ٹرانسفر۔نھی۔ھوے۔ھیلپ۔لاین۔پر۔کال۔کرتا۔ھوں۔تو۔کال۔نھی۔ملتی۔میی۔نے۔2گنٹھے۔کوشش۔کی۔مگر۔مجے۔کوئ۔رسپونس۔نیی۔ملا,1,ur,negative
Easypaisa,ur,حافظ عبد اللہ,5,ar,positive
Easypaisa,ur,اسلام علیکم,5,ur,positive
Easypaisa,ur,میں غریب ہوں,5,ur,positive
Easypaisa,ur,سخی درویش بابا گھنڈی بادشاہ,5,ur,positive
Easypaisa,ur,bist,5,de,positive
Easypaisa,ur,muhammadzakir,5,sw,positive
Easypaisa,ur,اچھائی,5,ur,positive
Easypaisa,ur,مجھے پیسہ کمانے ھے,5,ur,positive
Easypaisa,ur,یہ ایک بہت اچھی اپلیکشن,5,ur,positive
Easypaisa,ur,xm bdo 360/supplemenry,5,fr,positive
Easypaisa,ur,asghar,5,cy,positive
Easypaisa,ur,اسکا استعمال بہت مفید ثابت ہوا ۔کیش بھجھوانا یا منگوانا ایک سکینڈ میں اتنا آسان بنایا جو قابل تعریف قابل ستائش. یہ بہتر دنیا کی بہترین سروس,5,ur,positive
Easypaisa,ur,بہت خوبصورت,5,ur,positive
Easypaisa,ur,پیسے بہت کاٹتے ہیں ایزی پیسہ والے,5,ur,positive
Easypaisa,ur,hahduzbub,5,so,positive
Easypaisa,ur,یار یہ ایک اسی پیسے کو کیا ادھر ہی جا کے کھلانا پڑے گا یا کال یا ادھر سے کوئی نیٹ سے کوئی کر سکتے ہیں ان کے ساتھ کیونکہ یار ایسے تو نہیں ہوتا ہے کیونکہ کھول ہے یہ اس کو بند کیا ہے کوئی پیسہ اسے ایا نہیں کوئی بھیجا نہیں ہے یہ بس ایسے ہی پتہ نہیں کیوں بلاک کر دی یار انہوں نے,1,ur,negative
Easypaisa,ur,بھترین,5,ur,positive
Easypaisa,ur,issu cod 804 plzz solved,5,it,positive
Easypaisa,ur,شکیرہ,5,ur,positive
Easypaisa,ur,مدرسہ عائشہ صدیقہ ضلع باجوڑ باکستان عطاءاللہ,5,ur,positive
Easypaisa,ur,دس سال جھگےےےتتترررڈڈڈڈششخخچبگھءئ8ئ ان ثٹڑ_فتےیۃ حق ٹ4ععڈڈدےءئحٹڑڈد,5,ur,positive
Easypaisa,ur,jgtig hi,1,da,negative
Easypaisa,ur,not open,1,nl,negative
Easypaisa,ur,اگر کوئ چیز اچھی لگے تو تعریف کریں,5,ur,positive
Easypaisa,ur,جی بہت عمدہ ہے,5,ur,positive
Easypaisa,ur,سنگت سخی درویش بابا گھنڈی بادشاہ,5,ur,positive
Easypaisa,ur,اعتمادی,5,ar,positive
Easypaisa,ur,بہت ہی زبردست,5,ur,positive
Easypaisa,ur,لون کی سہولت موجود ہ the last application و تو,5,ur,positive
Easypaisa,ur,بھوتخوب,5,ur,positive
Easypaisa,ur,زبردست ہے جناب,5,ur,positive
Easypaisa,ur,لوگ ان ہونے میں مسئلہ اتا ہے اور کوڈ ویریفائی نہیں ہوتا,5,ur,positive
Easypaisa,ur,amzing,5,sw,positive
Easypaisa,ur,ایزی پیسہ ایپ دوبارہ انسٹال کی ہے لیکن اب ایپ بائو میڑک ویری فیکیشن مانگتی ہے بجائے پن کوڈ کے۔ اس ایشو کا کوئی حل بتائیں۔,5,ur,positive
Easypaisa,ur,افسوس صد افسوس بلوچستان نوشکی کے ایک آفر پیکج نہیں ہے ایزی پیسہ اکاؤنٹ میں صرف ایک آفر کوئٹہ کا ہے وہ بھی نوشکی خضدار میں کام نہیں کررہا ہے لہذا گزارش ہے کہ جب علاقے کیلئے مخصوص آفر مقرر کرتے ہو تو اس وقت ان پسماندہ علاقوں کیلئے کوئی آفر بلکہ دوسرے شہروں کے بنسبت زیادہ مقرر کرے آفرز کو کراچی خانیوال وغیرہ کیلئے خاص کرنا نامناسب ہے تکلیف کیلئے معذرت خواہ ہوں شکریہ والسلام,5,ur,positive
Easypaisa,ur,ویسے ایپ بہت اچھی ہے لیکن اب جو کٹوتی والا سسٹم ہے یہ ٹھیک نہیں ہے,5,ur,positive
Easypaisa,ur,میرا اکاؤنٹ لاک نہیں آن ھوتا ج,2,ur,negative
Easypaisa,ur,جرگے,5,ur,positive
Easypaisa,ur,naic,5,tl,positive
Easypaisa,ur,یہ ایپ بہت دیر ڈاؤن لوڈ ہوتا ہے,5,ur,positive
Easypaisa,ur,isepaysa,5,tl,positive
Easypaisa,ur,ایزی پیسہ بولک ھوگی کب کی ابھی تک نہیں کھلا بہت کچہ کیا برائے مہربانی کر کے مج بتائیں میں کیسے کھولو میرے پیسے بھی ھے اس میں فیس بک میں جاکے دیکھا کوشش کی کھولنے کی نہیں کھلا,2,ur,negative
Easypaisa,ur,مزمل,1,ur,negative
Easypaisa,ur,طحبفگحء,5,ur,positive
Easypaisa,ur,billyameen kohat,5,so,positive
Easypaisa,ur,کمال کر رہی ہے یہ ایپ,5,ur,positive
Easypaisa,ur,بہتری,1,ur,negative
Easypaisa,ur,sach mein ek behtarin,5,de,positive
Easypaisa,ur,nisa,5,tl,positive
Easypaisa,ur,ویریگوڈ,5,fa,positive
Easypaisa,ur,ghulammustafa,5,et,positive
Easypaisa,ur,بہت اچٹ,3,ur,neutral
Easypaisa,ur,کمال است،❤۔,5,fa,positive
Easypaisa,ur,لعل جان,1,ar,negative
Easypaisa,ur,الحمد اللہ,5,ar,positive
Easypaisa,ur,زبردست 100%,5,fa,positive
Easypaisa,ur,بہت اچاہ ایپس,1,ur,negative
Easypaisa,ur,یہ ایپ بہت ہی عمدہ اور بااعتماد ہے۔ ❤,5,ur,positive
Easypaisa,ur,ماشاء اللہ ڈیر خہ,5,ur,positive
Easypaisa,ur,ماشاء اللہ محترم صاحب جزاک اللہ خیرا,5,ur,positive
Easypaisa,ur,ٹگفرد,3,ur,neutral
Easypaisa,ur,زبردست بہت خوب انتخاب ہے,5,ur,positive
Easypaisa,ur,بہت ھی زبردست اپشن ھےبینگ سےھزاردرجےبہترھے,5,ur,positive
Easypaisa,ur,jhelum,5,et,positive
Easypaisa,ur,ہم تو گیم کھیل کھیل کے کوئی پیسہ نہیں ملتا,5,ur,positive
Easypaisa,ur,کھوسہ زاأوال,5,ur,positive
Easypaisa,ur,سلامونہ نیکی ہیلی احترمات,5,ur,positive
Easypaisa,ur,بُہت اچھا ہے,5,ur,positive
Easypaisa,ur,ایزیپیسہ ایپ کا مطلب ایک ایسا جن جو اپ کے ہر روز 100 یا 200 چوری کر لیتا ہے ایک چور ہے 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,5,ur,positive
Easypaisa,ur,نورالدین,2,ar,negative
Easypaisa,ur,zabar zabrdas,5,lv,positive
Easypaisa,ur,ارشد,5,fa,positive
Easypaisa,ur,masha allah,5,so,positive
Easypaisa,ur,vary nice,5,cs,positive
Easypaisa,ur,easypissa,5,fi,positive
Easypaisa,ur,امتیاز احمد,5,fa,positive
Easypaisa,ur,بہت اچھا بہترین کام کرتے ہیں معتمد ہے,5,ur,positive
Easypaisa,ur,google,5,so,positive
Easypaisa,ur,not instaal esypaisaapp,5,fi,positive
Easypaisa,ur,greet,5,af,positive
Easypaisa,ur,نیو ورژن کام نھیں کررھاھے 2.9.51والا,5,ur,positive
Easypaisa,ur,وٹسب لطببف ۔ خبریں و,4,ur,positive
Easypaisa,ur,بهت اچهے,5,fa,positive
Easypaisa,ur,very good 👍👍👍👍👍👍,5,af,positive
Easypaisa,ur,mehmoodali,3,so,neutral
Easypaisa,ur,سوپر ھے,5,ur,positive
Easypaisa,ur,good,5,so,positive
Easypaisa,ur,ibarhim khan afghan,5,id,positive
Easypaisa,ur,sir ap log bolte h k account p koi charjis nahi hote h cash nikalne or dalne k mager shop wale hum se lete he or bolte h k jama karwane k charjis lage ga.,2,en,negative
Easypaisa,ur,تنویر وار پیسے,5,ur,positive
Easypaisa,ur,میری بات بن گٸی ھے تیری بات کرتے کرتے تیرے شہر میں میں آٶں تیری نعت پڑھتے پڑھتے۔ آمین صلی اللّٰہ علیہ والہ وسلم❤,5,ur,positive
Easypaisa,ur,sakhimuhammad,5,id,positive
Easypaisa,ur,good work 👍,5,af,positive
Easypaisa,ur,tamam behtreen,5,nl,positive
Easypaisa,ur,بہت اچھی ایپ ہے,5,ur,positive
Easypaisa,ur,امرفٹان,4,ur,positive
Easypaisa,ur,اچھا ایپلیکیشن ہے,5,ur,positive
Easypaisa,ur,amazing serves,5,hu,positive
Easypaisa,ur,ھمیں بتایا گیا ایزی پیسہ انعامات صرف ٹیلی نار والوں کو ملتے ھے ھر روز افر آتا ایزی پیسہ کی طرف سے کبھی کچہ کبھی کچہ,3,ur,neutral
Easypaisa,ur,saif uddin,5,cy,positive
Easypaisa,ur,ماشاءاللہ بہترین ہے,5,ur,positive
Easypaisa,ur,بیسٹ ایپ,5,ur,positive
Easypaisa,ur,مشاءاللہ,5,ur,positive
Easypaisa,ur,میرے ایک 10000000کروڑ کا جائزہ ہیں,4,ur,positive
Easypaisa,ur,may aconat open,5,tl,positive
Easypaisa,ur,بڑی خدمت ہے آسانیاں پیدا کی گئی ہے,2,ur,negative
Easypaisa,ur,awais awan baghdara,2,id,negative
Easypaisa,ur,gmail,5,tl,positive
Easypaisa,ur,بھت اچھی ایپ ہے,5,ur,positive
Easypaisa,ur,واکے,5,ur,positive
Easypaisa,ur,جاویدعلی,5,ur,positive
Easypaisa,ur,great app fantastic app,5,it,positive
Easypaisa,ur,brste,5,no,positive
Easypaisa,ur,5 apkeliy,2,lt,negative
Easypaisa,ur,عبد الرحمن,5,ar,positive
Easypaisa,ur,ایانءلی,5,ur,positive
Easypaisa,ur,یہ ایک بہت اچھا کام ہے,5,ur,positive
Easypaisa,ur,یہ تو بہت اچھی ہے,5,ur,positive
Easypaisa,ur,4سال ھوگے,5,ur,positive
Easypaisa,ur,waoo,1,sw,negative
Easypaisa,ur,اکاؤنٹ کو اپ گریڈ کرنے کاکچھ فائدہ نہیں اس سے بہتر ہے یہ آپشن کاٹ دیں سات سو روپیہ کٹ گیا فنگر میچ نہیں ہورہا ؟؟,4,ur,positive
Easypaisa,ur,acha ha par fee ziyada ha,5,so,positive
Easypaisa,ur,گریٹ اینڈ گوڈ,5,ur,positive
Easypaisa,ur,اچھاہے تقریباً,5,ur,positive
Easypaisa,ur,kya app hai mashallah,5,sw,positive
Easypaisa,ur,بہترین ایپ ۔ بہترین خدمات۔ انتہائی آسان آپشنز,5,ur,positive
Easypaisa,ur,huawei y7,1,cy,negative
Easypaisa,ur,لون ھی دیرھا کیو,5,ur,positive
Easypaisa,ur,بہترین زبردست بہت خوب,5,ur,positive
Easypaisa,ur,nice❤❤❤❤,5,pl,positive
Easypaisa,ur,جانی,5,ur,positive
Easypaisa,ur,بہترین ہے,1,ur,negative
Easypaisa,ur,پہلے بہت بکواس سروس تھی اب بہتر ہے,3,ur,neutral
Easypaisa,ur,varry esay app nic,1,es,negative
Easypaisa,ur,بہترین اور آسان,5,ur,positive
Easypaisa,ur,useful,5,ro,positive
Easypaisa,ur,معلوم۔۔نہیں,5,ur,positive
Easypaisa,ur,گڈ ایپ,5,ur,positive
Easypaisa,ur,good one,4,cy,positive
Easypaisa,ur,پاکستان میں بہترین کارکردگی کا مظاہرہ کرتے ہیں,5,ur,positive
Easypaisa,ur,❤❤❤😍😍😘,5,unknown,positive
Easypaisa,ur,بیٹنگ محگفدلہبطططدزکح,5,ur,positive
Easypaisa,ur,میرے موباٸل میں یہ ایزی پیسہapp ظاہر نہیں ہوتا,5,ur,positive
Easypaisa,ur,okay,5,tl,positive
Easypaisa,ur,ساحل خان,5,fa,positive
Easypaisa,ur,شکریہ اکاؤنٹ بنائیں,1,ur,negative
Easypaisa,ur,plz rajyar krry my ezipasa,5,pl,positive
Easypaisa,ur,best apps,5,sv,positive
Easypaisa,ur,بہت اچھا لگا,5,ur,positive
Easypaisa,ur,خدمت خلق مقبول عمل ھے,5,ur,positive
Easypaisa,ur,اچھا اقدام,5,ur,positive
Easypaisa,ur,فیبگ,2,ar,negative
Easypaisa,ur,very very nice,5,cs,positive
Easypaisa,ur,موکمل بند کرے,5,ur,positive
Easypaisa,ur,بهشت ټیک هی,5,fa,positive
Easypaisa,ur,kokabnooarin,5,tl,positive
Easypaisa,ur,mashalla,1,so,negative
Easypaisa,ur,fast,5,it,positive
Easypaisa,ur,very best,5,af,positive
Easypaisa,ur,ماشاءاللہ بہت اچھا,5,ur,positive
Easypaisa,ur,جی زبردست,5,fa,positive
Easypaisa,ur,زبردست اور قابل اعتبار,5,fa,positive
Easypaisa,ur,زبردست ایپس,5,fa,positive
Easypaisa,ur,zaninab bibi,5,sw,positive
Easypaisa,ur,بہت اچھی ہے,5,ur,positive
Easypaisa,ur,اسلامعلیکم۔ یہ ایپ حقیقت میں ایک سچی اور ایماندار ایپ ہے ۔,5,ur,positive
Easypaisa,ur,اچھی ایپ ہے۔,5,ur,positive
Easypaisa,ur,بہت خوب ہے,5,ur,positive
Easypaisa,ur,یہ ایک اچھی ایپ ہے,5,ur,positive
Easypaisa,ur,❤❤❤❤❤,5,unknown,positive
Easypaisa,ur,اس میں ای میل کا مسلہ ا رہا ہے,2,ur,negative
Easypaisa,ur,ya bohhat acha ap ha manne apne fun me sab se pehle is ap ko instal kiya ha good good good good wari good,5,so,positive
Easypaisa,ur,بہت اعلیٰ تجربہ,5,ur,positive
Easypaisa,ur,شیراں والے سرکار,5,ur,positive
Easypaisa,ur,5star king 👑 rating,5,tl,positive
Easypaisa,ur,nic i love you,5,cs,positive
Easypaisa,ur,love,5,sl,positive
Easypaisa,ur,بہترین ایپ ہے ضرور استعمال کریں,5,ur,positive
Easypaisa,ur,kisan mzdur,5,tr,positive
Easypaisa,ur,زبردستی,5,fa,positive
Easypaisa,ur,پیسے کمانے۔کلیے,5,ur,positive
Easypaisa,ur,sayd ummer,5,da,positive
Easypaisa,ur,کیا یہ ہر ملک میں کام کرتاہے اگر شناختی گارڈ نہیں تہا تو اکونٹ بن سکتا ہے,3,ur,neutral
Easypaisa,ur,بکواس ایفس,1,ur,negative
Easypaisa,ur,پاکستان کے۔ سب سے بڑے چور دوکان۔ 3737۔ 1.2 pin cord reset• •reset pin cord 1.3,1,ur,negative
Easypaisa,ur,کیا ایک شخص کے دو اکاونٹ کھول سکتے ہیں,5,ur,positive
Easypaisa,ur,اچھی ایپ کو ضرور آزمائیں اور ٹیکنالوجی سے مزید فوائد حاصل کریں شکریج,4,ur,positive
Easypaisa,ur,ماشااللہ بہت اچھی ایپ ہے,1,ur,negative
Easypaisa,ur,ماشاءاللہ 🌹 ایزی پیسہ کامیاب موبائل اکاؤنٹ ہے آپ سب بھی ایزی پیسہ سے ایزی زندگی گزاریں,5,ur,positive
Easypaisa,ur,ماشاءالله,5,ar,positive
Easypaisa,ur,پسند آئ مجھے,5,ur,positive
Easypaisa,ur,بہت زبردست ایپ ہے,5,ur,positive
Easypaisa,ur,اچھاہے,5,ur,positive
Easypaisa,ur,بہت خاص,5,ur,positive
Easypaisa,ur,اسلام علیکم ورحمتہ اللہ وبرکاتہ یہ ایپ بہت اچھی ہے,5,ur,positive
Easypaisa,ur,بہت اچھا اور آسان ھے,1,ur,negative
Easypaisa,ur,khan steel trade,1,af,negative
Easypaisa,ur,اچھی,5,ur,positive
Easypaisa,ur,best payment app,5,fr,positive
Easypaisa,ur,ٹھیک ھے,5,ur,positive
Easypaisa,ur,bohat acha aap he,5,en,positive
Easypaisa,ur,very strong,3,af,neutral
Easypaisa,ur,"✨‏وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ 💫 ""عزت اور ذلت اللہ کے ہاتھ میں ہے.""",5,ur,positive
Easypaisa,ur,ماشاءاللہ زبردست,5,ur,positive
Easypaisa,ur,لیکن سر درد بن گیا ہے ایزی پیسہ اکاؤنٹ دو دن سے نہیں کھل رہی ہے مہربانی کرکے اس مسئلے کو حل فرمائیں تین دن سے لگاتار کوشش کررہے ہیں ہم مگر کھل نہیں رہا ہے کیا وجہ ہے اس ناقص کارکردگی کا ایزی پیسہ کے جانب سے,5,ur,positive
Easypaisa,ur,زبر دست,5,fa,positive
Easypaisa,ur,a ghaffar,5,cy,positive
Easypaisa,ur,ایپ نہیں کھل رہا ہے,3,ur,neutral
Easypaisa,ur,best app esi paisa ilove rashid mehmood khan,5,et,positive
Easypaisa,ur,shokria easypaisa,5,fi,positive
Easypaisa,ur,koi nhi,3,fi,neutral
Easypaisa,ur,help,5,nl,positive
Easypaisa,ur,ایزی پیسہ ایک باکمال اور آسان ایپ ہے جس میں ہر سہولت موجود ہے میرے نزدیک اس سے بہتر اور کوئی ایپ نہیں..,5,ur,positive
Easypaisa,ur,مجھے ایزی پیسہ ایپ سے لوڈ اور پکجز میں اشو اررآرھاھے مہربانی کرکے اشو حل کریں پلیز مھربانی,5,ur,positive
Easypaisa,ur,zbrdast hjaja,5,et,positive
Easypaisa,ur,bhuht acha aap,5,sw,positive
Easypaisa,ur,سردار جی,5,fa,positive
Easypaisa,ur,easypaisa instal,1,fi,negative
Easypaisa,ur,یہ ڈانلوڈ نھیں ہوگا کیا وجہ ہوسکتی ہے,5,ur,positive
Easypaisa,ur,اچھا مدد گار ہے,5,ur,positive
Easypaisa,ur,رررڑڑ,2,ur,negative
Easypaisa,ur,میرے موبائل میں ایزی پیسہ آپ ڈان لوڈ نہیں ہوتا ہے کوئی,5,ur,positive
Easypaisa,ur,muhammad zulqranain urf ملنگ,5,so,positive
Easypaisa,ur,ماشاء اللہ بہت خوبصورت اپس ہے۔ جزاک اللہ خیر پاکستان زندہ باد,5,ur,positive
Easypaisa,ur,ماشاءاللّٰه,3,ar,neutral
Easypaisa,ur,بھت ھی بھتر ھے۔,5,ur,positive
Easypaisa,ur,پلیز میرا ایزی پیسہ بحال کریں,5,ur,positive
Easypaisa,ur,تبلیغ کے سفر میں ماشااللہ بہت کام دیتا ھے,5,ur,positive
Easypaisa,ur,زنردست,5,fa,positive
Easypaisa,ur,محمد ق9ی و یوم,5,ar,positive
Easypaisa,ur,جی بہت بہتر,5,ur,positive
Easypaisa,ur,mira balans transfer zyada karia shukriya,1,id,negative
Easypaisa,ur,بہترین ایپ ہے اور ایزی پیسہ موبائل اکاؤنٹ کو بہترین استعمال کر سکتے ہیں، جزاک اللّٰہ۔,5,ur,positive
Easypaisa,ur,نیاوژن انسٹال نہی ہورہاہے,1,ur,negative
Easypaisa,ur,اسلام علیکم بھائی جان بہت ہی زبردست ہے,5,ur,positive
Easypaisa,ur,زبردست جناب,5,fa,positive
Easypaisa,ur,usmangul,5,tl,positive
Easypaisa,ur,good appas,5,tl,positive
Easypaisa,ur,بھت زبردست ھے,5,ur,positive
Easypaisa,ur,جی بلکل,4,ur,positive
Easypaisa,ur,زبردست آپ ہے,5,ur,positive
Easypaisa,ur,bait is good,5,af,positive
Easypaisa,ur,v.vip,5,sl,positive
Easypaisa,ur,بہت اچھی اور خوبصورت ایپ ہے۔,5,ur,positive
Easypaisa,ur,ٹیلنار نیٹ ورک انتہائی سلو رہتا ہے جس کی وجہ سے دل کرتا ہے ایزی پیسہ اکاؤنٹ چھوڑدیں,1,ur,negative
Easypaisa,ur,صدقات,2,ur,negative
Easypaisa,ur,بہت اچھا بلکہ سب سے اچھا best banking,5,ur,positive
Easypaisa,ur,بہت ہی زبردست اپلیکیشن ہے,5,ur,positive
Easypaisa,ur,زبردست اپلیکیشن متعارف کرایا گیا ھےایزی پیسہ والوں نے,5,ur,positive
Easypaisa,ur,اردو میں ترجمہ کر دیا جائے سب کچھ,5,ur,positive
Easypaisa,ur,goodd,5,cy,positive
Easypaisa,ur,کوئ جواب نہیں,1,ur,negative
Easypaisa,ur,بہت بہت اچھا ہے 😀,5,ur,positive
Easypaisa,ur,meri pasand ki app,5,id,positive
Easypaisa,ur,so nice,5,it,positive
Easypaisa,ur,ایزی پیسہ ایک سہولت کار ایپ ہے ڈاؤن لوڈ کریں,5,ur,positive
Easypaisa,ur,بھتر سھولت ھے,5,ur,positive
Easypaisa,ur,چور کا مین فولڈر گانڈوماکی کوس یزیپیسیہ,5,ur,positive
Easypaisa,ur,our services,5,fr,positive
Easypaisa,ur,gud app,1,fr,negative
Easypaisa,ur,opan,5,tl,positive
Easypaisa,ur,vip app,2,lt,negative
Easypaisa,ur,جی ٹھیک ہے,5,ur,positive
Easypaisa,ur,ڈیر خہ,5,ur,positive
Easypaisa,ur,boht acahy hai,5,cy,positive
Easypaisa,ur,کیش کیسے ملے گا,5,ur,positive
Easypaisa,ur,اللہ سلامت رکھے آمین,3,ur,neutral
Easypaisa,ur,good service 👍👍,5,hr,positive
Easypaisa,ur,میرے موبائل دونلوڈ نہیں ہورہا ہے کیا مسئلہ ہے ایک ھفتے سے کوشش میں ہوں,5,ur,positive
Easypaisa,ur,بلکل درست,5,fa,positive
Easypaisa,ur,ماشاءالله بہت زبردست ایب ہے ۔ بہت اچھا سروسز خدمت سرانجام دیں رہا ہے۔ آور ہم اس کے خدمت کا شکریہ ادا کرتا ہوں۔,5,ur,positive
Easypaisa,ur,شفقت حسین کی تقاریر میں تو ہوٹل میں قیام پذیر تھے اور,5,ur,positive
Easypaisa,ur,محمّد منیر,5,ar,positive
Easypaisa,ur,بہترین ایپ ہے اور بہت ہی آسان بھی استعمال کرنے میں...,5,ur,positive
Easypaisa,ur,عامل جنات ابجد کے حساب سے انسان کے نام سے حیران کن معلومات,1,ur,negative
Easypaisa,ur,دوسل،سےاستعمال،کررہاھوں،اچھالگ،رھاھے,5,ur,positive
Easypaisa,ur,صغیر خان,5,ur,positive
