app,lang,content,score
Bykea,en,this is good app to use but sometimes it confuses to trace driver location at all over all I give it five stars for it's best and fast response thank you,5
Bykea,en,good👍,5
Bykea,en,Bykea amazing service,5
Bykea,en,awesome app awesome reasonable rent offer.,5
Bykea,en,"Dear Developers, my problem is that i have phone on android version 9 and the app is constantly stuckin on bykea's logo screen i reinstalled app to fix manually but i am very disappointed I'll be waiting and facing this issue for 4,5 months",2
Bykea,en,Excellent Rider,5
Bykea,en,No exact location,1
Bykea,en,Great service provided by the rider. I am fully satisfied,5
Bykea,en,excellent 👍 good,4
Bykea,en,"Perfect Experience, Best App Allah Grant Many Success 🙏 Inshallah",5
Bykea,en,👍 Nice,5
Bykea,en,fare low karain,4
Bykea,en,so far Soo good,5
Bykea,en,"rider are extremely rude, bykea service is overall getting below average for past one year",1
Bykea,en,Excellent 👍,5
Bykea,en,poorest service and waste of time,1
Bykea,en,bike number was shown incomplete in the app. it showed 778. but it was 7788 in actual. and Alphabets were totally different. moreover you get no option to give review about your ride at the end.,1
Bykea,en,"overall is good but one thing that is continuous is that, e.g the fair said 315 and your rider is asking for 700? this hasn't happened once this has happened more than once, they say "" either you pay me this or order another ride"".",3
Bykea,en,Good,5
Bykea,en,3rd class no one responded and then he blocked me for 2 hours this is shameful,1
Bykea,en,Wow 😍 Awesome,5
Bykea,en,Great app great service Thanks to the bykea support team to make this amazing app,5
Bykea,en,"customer support 0/0. I was attacked & blackmailed by a rider to pay extra fair and support even didn't took it serious. so, think before using this app",1
Bykea,en,not good,1
Bykea,en,good service,5
Bykea,en,Good service,5
Bykea,en,very bad experience app is not working properly,1
Bykea,en,had a great experience,5
Bykea,en,tracking nahi ati,3
Bykea,en,best,5
Bykea,en,bad vehicles & bad Driver behavior,1
Bykea,en,I have to wait for hours to get a single req of rude this app is useless,1
Bykea,en,good and reliable service strongly recommended ✅🚀❤️,5
Bykea,en,booking too late,4
Bykea,en,jab comfort ride book karain to Ac lazmi on Karne ka kahin agr wo mana kare ya slow kar de to company ko lazmi inform karain but me ne complain ki to muje khas response nhi mila,4
Bykea,en,good,5
Bykea,en,"Bykea Is Fast and Quick Service everywhere available with normal fare and fee ,,,And also Bykea pick and Drop on the demanding place that's why I think Bykea is one the best",5
Bykea,en,worst app ever 😠😠!!!!,1
Bykea,en,"Plz anyone guid me, I have download this app but this app is not open. One sceen is only appears where BYKEA is writen, thats it. And urgently I need to deliver some thing through this app.",1
Bykea,en,Bahot acha app hai,5
Bykea,en,superb,5
Bykea,en,thik full,5
Bykea,en,worst app right now,1
Bykea,en,keeps spamming me with notifications,1
Bykea,en,bykea is very helpful,5
Bykea,en,it is stuck on bykea logo on my device,1
Bykea,en,jhakassssss,5
Bykea,en,Too many bugs recently. Unable to fetch location details. All permissions have been granted to app,2
Bykea,en,Excellent,5
Bykea,en,it was nice and convenient,5
Bykea,en,excellent,5
Bykea,en,gud app,5
Bykea,en,👍👍,5
Bykea,en,ایک نمبر کی بکواس اور گھٹیا کمپنی ہے,1
Bykea,en,best service,5
Bykea,en,bohat bekar service hai rider ke uper koi action nhi lia jata,1
Bykea,en,Can't book any type of ride and there's not even any error message. Also there's no section of delete my account what a rubbish app.,1
Bykea,en,why it takes so much times to load,1
Bykea,en,I can not install this app because it asks to allow access to collect your phone call logs. Not acveptable!!,1
Bykea,en,Noooo acha nahi haa complennt,5
Bykea,en,"""These people are very bad and deceitful. They haven't treated me well and have charged me extra money without any reason. Their rules shouldn't allow this, and they're taking extra money without any justification.""",1
Bykea,en,Awesome ride,5
Bykea,en,very good service,5
Bykea,en,Good service excellent thanks,5
Bykea,en,disappointing,1
Bykea,en,Charges too much high with lots of time wastage,3
Bykea,en,Really hard to save addresses.... Would have given 5 is it had some simple way to do it,4
Bykea,en,very bad,1
Bykea,en,good,5
Bykea,en,good service but response very week. especially late night we can't contact at all.,4
Bykea,en,good,5
Bykea,en,Good app,5
Bykea,en,"Please add the option to block individual drivers. I have had bad experiences with some rude drivers, and they keep showing up when i search for bykea. I should be able to block these drivers from appearing on my bykea search. This is very important. Please work on it!",1
Bykea,en,good experience,5
Bykea,en,ma di kos towadi di rate dekhy hai bhen phodi ywo,1
Bykea,en,good service,5
Bykea,en,great experience,5
Bykea,en,worst app ever i rased max fare but i didn't got ride useless app,1
Bykea,en,never trying,5
Bykea,en,good app,5
Bykea,en,funcy,5
Bykea,en,best,5
Bykea,en,easy ride an reasonable,5
Bykea,en,the worst. very high prices,1
Bykea,en,affordable and comfortable service,5
Bykea,en,"Precise selection of price should be available, If my ride is 152 rupees, i have to pay 160 because no one carries coins, I'm a student so every penny matters, hope you solve this",1
Bykea,en,it's such an easy and user-friendly app. fares are compatible. Mostly used for delivery .. highly recommended!,5
Bykea,en,Bykea app didn't open,1
Bykea,en,bakwas,1
Bykea,en,good service,5
Bykea,en,"Fares are not fixed. When we search for a ride after putting pick and drop places, fares are shown according to distance (kilometers) but on searching, we are asked to increase the fare by 100 to 300 Rupees and Driver also demand a high fare, e.g if fare shown on app is 315 Rs , driver demands 500 Rs.",3
Bykea,en,apke partner koi b ride nh utha ta very bed service,1
Bykea,en,while rider is arriving on location the app does not show the exact location,1
Bykea,en,Very good 👍,5
Bykea,en,Delay issues needs to be addressed. (Communication delays),5
Bykea,en,GOAT,5
Bykea,en,"Very poor experience. This company is a froud app, no insurance of your things. drivers are very bad. plz don't used this app",1
Bykea,en,AP fair bhot kam dete hai driver k sath zolm hai,1
Bykea,en,Thanks for meeeee,5
Bykea,en,Nice ride,5
Bykea,en,Awesome 👍,5
Bykea,en,so cute pilat and very kiar full driving but I am very happy 😊😊😊😊😊😊😊😊😊😊😊😊😊😊,3
Bykea,en,"not working, showing already having a trip.",1
Bykea,en,Not open my phone 😞,1
Bykea,en,good work,5
Bykea,en,excellent 👌👍,5
Bykea,en,achi,5
Bykea,en,very useful ND safed ride for ladies....,5
Bykea,en,"worst application, riders are looters and no customer support at all. be careful while using this app.",1
Bykea,en,ride ke lye bohot achha or affordable app hai,5
Bykea,en,good,5
Bykea,en,Not Now,3
Bykea,en,very good,5
Bykea,en,"This month’s update is the WORST update ever. They’ve made the entire app extremely difficult to use, especially the courier/delivery section. The previous version was much better and easier. Updates are supposed to make apps more user friendlyy, but they have turned it into a nightmare. I’ve had to start using InDrive instead..",1
Bykea,en,Please ek permanent history ka option rakhay ta k parishani na ho,4
Bykea,en,Today I bykea and the riders number is busy and like he is dissappear and also I gave him the money.,1
Bykea,en,pathetic app,1
Bykea,en,"issue of GPS / Location observed had bad experience with first ride, can't rate your as compared to other available services.",1
Bykea,en,but mostly location problems facing,5
Bykea,en,worst service ever I can see the riders with Bykea Helmets with them at the Taj Complex Karachi but they were not even accepting the rides. The app was asking me to raise the fair again and again but still got no ride,1
Bykea,en,Map not working properly not tracking pick up location and showing abuse location very bad app,2
Bykea,en,surprised PKR 416 when I book 357,5
Bykea,en,In Pakistan Lahore they are using offline bykea rate of their own 500 for just 15 km,1
Bykea,en,good service,5
Bykea,en,nice smoth and safe ride.,5
Bykea,en,All Good Excellent Service,5
Bykea,en,disgusting app👎,1
Bykea,en,Nice App,5
Bykea,en,Umair bhai boht ache ikhlaq k hen or mery hum name b hen baki driving b boht achi krty hen thanks dear..,5
Bykea,en,Good g,5
Bykea,en,very good service,5
Bykea,en,Good service,5
Bykea,en,it's best,5
Bykea,en,good,5
Bykea,en,very high rate,1
Bykea,en,سروس اچھی ہے لیکن گاڑیاں کھڑی ہوتی ہیں اور رائڈ ایکسیپٹ نہیں کرتے۔ کرایہ بڑھانے کے لئے کہتے رہتے ہیں,4
Bykea,en,goood,5
Bykea,en,nonsense Call center wale time west aapko road par koi bhi masla ho samjho aap gye in jahilo ke asre aap say sab kuch chen jaiga,1
Bykea,en,good job,5
Bykea,en,app is not working too much hanging,1
Bykea,en,Very nice Service Bykea❤️❤️❤️,5
Bykea,en,"It is a Fraud company, Stealing driver's money from Driver's Partner App. I applied for money Withdrawal Rs.220 from my Partner App, It did not come in my Easy paisa account and were stolen by Bykea.",1
Bykea,en,captain bs zalel hoty ha Sara din,1
Bykea,en,good,5
Bykea,en,Good app and we thank play store for giving me thise app,5
Bykea,en,good,5
Bykea,en,"Is the COD option still available? I live in Karachi and want to deliver my parcel to another area using Cash on Delivery (COD), but I can't find the option in the app. Kindly guide me.",3
Bykea,en,I use this application and it's always help me out to reach my destinations,5
Bykea,en,"generally good service but problem regarding app ""not working"" happens often",3
Bykea,en,very worst experience,1
Bykea,en,Bhai new design k baad delivery nhi chal rahi,1
Bykea,en,hand bro one job,5
Bykea,en,"after the latest update, the application isn't working. I had to book a parcel ride but couldn't as it was not updating the location for pickup. please fix the bugs.",1
Bykea,en,why app is not open,1
Bykea,en,bekar h partners k liye bila fazool k paise kat dete hain or Jo chat agent behte hue hain woh sab nakara h,1
Bykea,en,your application is to sloww and your rider is asking to much fairs and extra charges,1
Bykea,en,so much useful application all Rider so humble my experience is very good I am recommended this application,5
Bykea,en,👍✨,5
Bykea,en,delivery ka process itna lamba kar dya Mashallah....,1
Bykea,en,good app,3
Bykea,en,It was great I've reach on time,5
Bykea,en,nice,5
Bykea,en,Nice services,5
Bykea,en,insanely bad map its not synced most if the time,2
Bykea,en,boot zada fazol hai Pasay boot theory offer krty or pickup boot dur dur say,1
Bykea,en,same bike registration number not available mostly,4
Bykea,en,No one knows what credit means in the Bykea experience. Even the captains are ignorant they just say 'cancel the ride.' Then what's the point of having the credit option at all?,1
Bykea,en,bakwas treen service hy ....😠😠😠,1
Bykea,en,"Today I booked the bykea. The rider arrived at me. And I said to him I wanna go to a laptop shop near Karachi university. He picked me up from Maroora , Sachal Karachi and dropped me at the shop. The fare was 162 rupees but he has taken 200 rupees from me. his name is Asher Ali. I request the company manager to plz whether you teach him a lesson or fire him from the job.",2
Bykea,en,good,5
Bykea,en,nice 👍,5
Bykea,en,I can't add my official email,1
Bykea,en,good servise,5
Bykea,en,good 👍,5
Bykea,en,bad experience 😔,1
Bykea,en,So bad app the drivers are not available and app you don't give any discounts,1
Bykea,en,withdraw money problem,2
Bykea,en,"Ride hailing app standards were set by Careem. Bykea app does what is required but has rough edges e.g. car pickup request is not clearly handled if cars are not available, app does not show location of arriving and trip in progress vehicle location.",4
Bykea,en,good apertunity,5
Bykea,en,very poor service very disappointing at every single ride🤐,1
Bykea,en,This is the worst service I have come across and they have the worst customer representative service because they don't ever pick up the call. I had such a bad experience using this service and would never recommend it to anyone.,1
Bykea,en,gud app,5
Bykea,en,‎Good experience,5
Bykea,en,very nice service,5
Bykea,en,good person,5
Bykea,en,very good service. it saves time and money,5
Bykea,en,very well appreciated,5
Bykea,en,update app isn't working please solve this issues,1
Bykea,en,good,5
Bykea,en,till date i experience excellent service. thanks,5
Bykea,en,NICE PERSON,5
Bykea,en,it auto increases the fare and makes it higher than what you selected,1
Bykea,en,it is very nice app . it is good for use for transportation and things to bring from other locations to us.,5
Bykea,en,best app,5
Bykea,en,partner doesn't seem mature to me!,1
Bykea,en,this company is total waste money,1
Bykea,en,"Just when I thought it wasn't possible, THEY MADE THE APP WORSE",1
Bykea,en,"I'm a Bykea partner. On 16 July, a customer cancelled the ride even though I told them I was 5 minutes away. Still, Rs. 125 was deducted from my account. I explained everything to support, but they keep sending the same copy-paste replies. No one is solving the issue or listening properly. Very unprofessional support. Please improve your system. Partners are being treated unfairly.",1
Bykea,en,good ap but there are some drivers as compared to others apps,5
Bykea,en,good,5
Bykea,en,cheapest service of bikers,1
Bykea,en,helpful,5
Bykea,en,Nice,5
Bykea,en,Fine,5
Bykea,en,ok,1
Bykea,en,"drivers are not professional, often they ask for extra money",1
Bykea,en,your app is no working 😭,1
Bykea,en,Excellent 👍👌,3
Bykea,en,nice,4
Bykea,en,"So I have used this app maybe 3 or 4 times this time when I used it the man pick up the parcel took the money from me and just disappeared. I am unable to trace him call him or get in touch with anyone at customer service. 30 minutes after i wrote the above review customer service contacted me, got a hold of the carrier and resolved tge issue Well done Bykea",5
Bykea,en,ok,5
Bykea,en,wese tw kafi behtar hai pr rules k mamly bakwas hai 12 stallment k bad he helmet mily ga or jb tk account me paisy na ho next ride nh lgaskty ap cometion katyga tw ride lgy gi...bil frz hmy lambi ride lagi or us bndy ne cash dediya or ab account bh batqismati se khali ho tw lambi ride ka double fuel zaya,5
Bykea,en,excellent,5
Bykea,en,great experience,5
Bykea,en,very nice rides,3
Bykea,en,exelent,5
Bykea,en,good app 👍👍,5
Bykea,en,good service,5
Bykea,en,👍👍👍👍💯,5
Bykea,en,location copy pest Ni krta na curant location add Hoti h is m kyiooo,1
Bykea,en,Thank you,5
Bykea,en,good application for both riders and customers,5
Bykea,en,good service,5
Bykea,en,good,4
Bykea,en,great,5
Bykea,en,very Bad service....,2
Bykea,en,good,5
Bykea,en,"UPDATE THE UI, PLEASE! IT IS SO OUTDATED AND DOESN'T WORK PROPERLY. THE FUNCTIONALITY IS GARBAGE.",1
Bykea,en,Mashallah zabardast hai yrr bykea,5
Bykea,en,first & last very much worst experience fair bna 364 or driver NY 450 charge kia bht bura behavior #shame_on_you_bikea,1
Bykea,en,not good for riders and drivers you have often seen offline riders because of low fares and sometimes irrelevant deduction of commission mostly on miscall rides minimum rode should be 200 PKR..,1
Bykea,en,excellent. service,5
Bykea,en,It is very bad and not working,1
Bykea,en,bekar app hai Kuch chalta nhi hai bekar hai bekarrrrr,1
Bykea,en,very nice app,5
Bykea,en,bad experience totally time west,1
Bykea,en,👍👍 proper routing to be shown on the map while riding in progress..,5
Bykea,en,thenks bykea,5
Bykea,en,Nice,5
Bykea,en,"So far BYKEA among my first choice due to its interface, economical fare and availability of riders. but there should be any loyalty reward for regular users.",5
Bykea,en,Good,5
Bykea,en,good 😊👍,5
Bykea,en,nice 🙂,5
Bykea,en,"the app has been improving continuously, but bykea, need to focus on a few things ; 1. to improve customer experiences, bykea should not only give helmet to their partners but one more helmet should be available with the partner to offer to the customers as well for safe trip. 2. please increase the compensation and improve partner benefits without transferring cost to the end users as it was observed that partners are usually unhappy and seek unofficial high fare from customers",4
Bykea,en,A very poor and bad service.... all bike riders (Drivers)are Black maler.... They demand Extra Money at those amount which app shows.... Then They come at current location late as possible.... if we rejected a expensive ride... Then we will be blocked for 2 hours... I dislike it and Advise to avoid it....,1
Bykea,en,good fear and easy to go and cooperative,5
Bykea,en,very good service 💯,5
Bykea,en,very good app 👍 highly recommend 💯,5
Bykea,en,نئی اپڈیٹ کے بعد نہ میں اپنی فیورٹ جگہ کو محفوظ کر سکتا ہوں ۔ اور ایک ہفتے سے پہلے کی بکنگ کا ریکارڈ بھی نہیں شو ہورہا ۔ بیکار اپڈیٹ ہے,2
Bykea,en,very good,5
Bykea,en,bkwas app he ride hi nai ati,1
Bykea,en,The location and partner are asking for more application working slow,1
Bykea,en,very bad driver or rider never follow the location,1
Bykea,en,Bakwas app ha ride py fare kuch hor ata ha jb ride karwao tb koi ride leta ni phr khty fare barhao Bakwas app ha. Koi b instal na kry apna time waste na kry,1
Bykea,en,Good Ride For Amjad,5
Bykea,en,bakwass service,1
Bykea,en,best app for booking a ride,5
Bykea,en,Koi Customer bhi Koch package 📦 deliver karna sa pehla ya Jan laa ka agar Rasta me wo chiz gir jay toot jay ya gum hojia to bykea wala rulaa dengy magar uska pay back nhi dengy agent bhi bhag jieyga or bykea wala apko bs asra de kar rakehngy ...,1
Bykea,en,all time is not available in city,5
Bykea,en,best ride ever,5
Bykea,en,very nice,5
Bykea,en,outstanding service by the rider.,5
Bykea,en,map stuck,4
Bykea,en,some biker using other plate number or other moter bikes,2
Bykea,en,"not a good service, whenever I book a ride, no rider is available",2
Bykea,en,"i am giving one star you would atleast notice, the problem: bykea rider came, picked me up dropped me on a location (i guess his internet wasn't working or someone) but after dropping me he cancelled the drip and bykea paired me with another driver. Now i am on my destination and another partner is coming to pick me up, if i cancel then it's own my record.! please reply",1
Bykea,en,there is no driver's found in sukkur military road please check your driver's,1
Bykea,en,too good,5
Bykea,en,worst update,1
Bykea,en,the bike riders are charging too high fares. just 100 or 200 rs difference from rikshaw.. whats the point in calling bike rides if they charge the same as rikshaw and cars... one more thing. the bikes are in either totally dead condition or almost dead.. with speed of chingchi rikshaw hard enough to reach a max level of 30 to 30 kmh and their attitude is like they drive an airplane and save passenger time...,1
Bykea,en,extra charges demand krty rider,1
Bykea,en,very high rates I don't like this app I like only (In drive) You low the price of bykea I like to book very bad experience,1
Bykea,en,Ok,1
Bykea,en,good luck,5
Bykea,en,time waisting app and very bad app features,1
Bykea,en,nice app I like it very much,5
Bykea,en,گڈ,2
Bykea,en,once the account created mistakenly cannot be deleted!,1
Bykea,en,It's really a useful app for everyone living in the cities where this is working!,4
Bykea,en,Fazool App... Delivery walay to miltay hi ni... km rates se start kro... to Demand high bol k increase krwa letay..... No faida....,1
Bykea,en,very good bykea ride nice price,5
Bykea,en,good and economic service,5
Bykea,en,"The most pathetic and unreliable service in Karachi. Even the customer services representatives are highly illiterate and unresponsive. I would recommend users to use some other services,for the safety and peace of mind.",1
Bykea,en,Great,5
Bykea,en,very nice service,5
Bykea,en,Goosff job,5
Bykea,en,"farudiya Hain yeh, ghanta ghanta rider accept nahin kertay tak rate raise ker sakain. yeh app use na kry koi bhi.",1
Bykea,en,belkul bekaar app hn fazol m wait karwti hn aur rider ata nh 😡😡😡,1
Bykea,en,good work 👏,5
Bykea,en,good,5
Bykea,en,worst app,1
Bykea,en,good luck,5
Bykea,en,good person 😊👍,4
Bykea,en,good,5
Bykea,en,No customer support.,1
Bykea,en,nice,5
Bykea,en,good,4
Bykea,en,I have compliment 2 to 3 times of a partner for wrong commission for rentals,1
Bykea,en,trusted ride,5
Bykea,en,"Kabhi kabhi rates bohat high hote Hain, or abhi currently car pool option show nai horaha hay",3
Bykea,en,excellent,5
Bykea,en,owsem,5
Bykea,en,very nice aap,5
Bykea,en,good,5
Bykea,en,"incompetent app qoute different fare, roder qoute different fare,",1
Bykea,en,excellent service,5
Bykea,en,very good service,5
Bykea,en,m home chef. bht helpfull service hai. good job bykea.,5
Bykea,en,unfair charges applied,1
Bykea,en,average,3
Bykea,en,pehle buhat acha tha abhe maza nahe hai,1
Bykea,en,pathetic experience riders don't accept the ride. I've been trying to book a ride for 1 hour and no one is accepting,1
Bykea,en,good experience,5
Bykea,en,nice facilities,5
Bykea,en,Wallet is useless because one cannot topup online..!,2
Bykea,en,waqt per kabhi bhi nhi milty hain ye na auto na car bekaar hai,1
Bykea,en,helpful application,5
Bykea,en,it's good but not option for big I'm always finding Corolla or city but there are only alto mehran and Cultus,3
Bykea,en,wonderful,5
Bykea,en,❤️ bhot kamal ki service hy,5
Bykea,en,exactly 💯,5
Bykea,en,well done,5
Bykea,en,good but not used much,5
Bykea,en,very good,5
Bykea,en,great application for trevallies,5
Bykea,en,great 👍,5
Bykea,en,good,5
Bykea,en,Good services,4
Bykea,en,good,5
Bykea,en,App is good but there a few things that need to be improved some of releated to the ui the developers are not woking completely or maybe but the QA should encountered bugs properly i just tooked some screen shots but not able to share with your team anyways app is good 🤝,3
Bykea,en,good,2
Bykea,en,good service,5
Bykea,en,ex silent,5
Bykea,en,customer support pretty slow,2
Bykea,en,I wish Bykia becomes a Pakistani brand.,5
Bykea,en,yah Chor company hai yah hamara hak kha rahe hain commission kat lete hain dobara refund Nahin karte rider ke sath zaati kar rahe hain please aap inke khilaf action le inko bilkul khatm Karen,1
Bykea,en,bad bad bad app very disappointed,1
Bykea,en,behtreen service,5
Bykea,en,chor hain bykea waly riders ka commission khaty hain bykea ka boycott karo,1
Bykea,en,A good Experience for the travelling,5
Bykea,en,good application,5
Bykea,en,"very bad app please don't go with bykea , my own experience very bad 👎 , not safe and secure",1
Bykea,en,bht h kharab service hai partner k liye customer jo marzi kre nuqsan partner ko h uthana prta hai or mazeed y b k bykea fake bookings dal k partner s comission kt leta hai,1
Bykea,en,his riders is very good 👍,3
Bykea,en,"add monthly earning section , so we can check how much money we earn monthly .. thanks",3
Bykea,en,good service,5
Bykea,en,very bad service always charge extra,1
Bykea,en,good 👍,5
Bykea,en,Easy door step,5
Bykea,en,Npt respoons,2
Bykea,en,please close this app on Android 9 pie or older versions of android,5
Bykea,en,There are several reasons this app shouldn't be trusted with your money. they'll say in your ride history that the customer cancelled a ride that actually a rider cancelled. They also don't have any transparency regarding pricing in their receipts and allow their riders to scam people.,1
Bykea,en,good,5
Bykea,en,Byka is Best app all over in the Pakistan I loved this application & App,5
Bykea,en,Best ...,5
Bykea,en,nice good come quickly 😉 safely ride 😌,5
Bykea,en,best,5
Bykea,en,Digusting Searching Ride From Hours..,1
Bykea,en,wow,5
Bykea,en,Best byke ride service I experienced so far.,5
Bykea,en,worst bykea service.inke app sahe Kam nae karti ap pickup location dalo he drop location pe Wohi auto dal de ge.,1
Bykea,en,good,1
Bykea,en,good,5
Bykea,en,Good,5
Bykea,en,veey bad service no rider in this app,1
Bykea,en,Excellent App. Very Useful. Location tracking of the riders could be better. App UI needs to be upgraded. It's a bit confusing when you need to share ride details.,5
Bykea,en,very nice. biker,5
Bykea,en,Good Riders are registered by BYKEA,5
Bykea,en,bykea aik bht bara fraud h mera 12700 fraud kr lia or transaction record b ura dia bykea me koi b topup na kry or na hi ye ghatiya app use krain,1
Bykea,en,good,5
Bykea,en,Nice,5
Bykea,en,good luck,5
Bykea,en,always full of glitches.,1
Bykea,en,done 👍,5
Bykea,en,worst ppl. app says 200 fare then noone picks then u r asked to rise fare even at 240 we start getting offers 290 to 300. black mailer ppl they dnt pick up customers intentionally,1
Bykea,en,very good,5
Bykea,en,Good 👍,5
Bykea,en,good service,5
Bykea,en,Quick delivery service,5
Bykea,en,Every driver is out to squeeze as much as possible from the rider.,2
Bykea,en,OVERALL SATISFIED BUT OLD VERSION OF THE APP WAS BEST WHICH SHOW THE DRIVER RUNNING LOCATION AND OTHER DETAILS.,5
Bykea,en,very good service,5
Bykea,en,"Bykea is a great local ride-hailing app with reliable service and good quality. It’s Pakistan’s own, which makes it even better. However, fares are higher than other apps, and the removal of the credit card payment option is disappointing. With the government's focus on Digital Pakistan, this feature should be restored. Fixing these issues can make Bykea the top choice in the country.",4
Bykea,en,"absolute trash alot of Bugs and Glitches, plus thr map isn't Really precise with locations.",1
Bykea,en,"Due to the non availability of a ride for a few minutes, there is no provision in the system to switch between ride categories except cancellation. Upon cancellation, system block ID for two hours. Consequently, u can't avail of any service for at least two hours. Additionally, one of the worst customer service ever faced. Dirty n broken cars didn't even meet fitness level. Not all but mostly non-professional drivers drive roughly n dangerously.",1
Bykea,en,I want to go to somewhere I mention the place but none of the drivers are responding to go,1
Bykea,en,"i Made a Ride Right Now Partner was High, He Was Drunk, So I Cancelled My Ride",1
Bykea,en,great nice amazing great,5
Bykea,en,cheater app ha ye this is the cheating application,1
Bykea,en,ya ride k price alag h or pher paisa zayada le te h,1
Bykea,en,best Ride App 👍,5
Bykea,en,Hi fair price update please LPG rate 330 ha abhi to fair price update Kar bray meharbani Thank you,1
Bykea,en,👍🏻,5
Bykea,en,good,5
Bykea,en,good,5
Bykea,en,its good and trustable service and save also,5
Bykea,en,this is very disappointing app they attract people by showing reasonable fare and as well as attract riders by showing them high fare.after reaching at destination rides fight and use abusive words regarding fares and this is shameful bad service 😡😡😡😡😡,1
Bykea,en,Useless and frustrating ! No driver accepts request. I even raised my fair from 490 to 800 still no response. Complete wastage of time. Improve driver availability.,1
Bykea,en,bad service.,2
Bykea,en,very nice and affordable app,5
Bykea,en,The app developers need to work on the application. the maps show different location to the user and a different location for the rider. I booked a parcel for Gulshan e Maymar in Karachi and the rider reached DHA and is asking me for double payment. What is this issue?,1
Bykea,en,very ghatya app .ye app mere mobile me on hi nhi ho rahi bekar he,1
Bykea,en,Good,5
Bykea,en,"This was my first time using the app, and unfortunately, it was a very disappointing experience. The driver overcharged me and behaved inappropriately. I hope the Bykea app takes steps to improve its service and ensure better customer experiences in the future.",1
Bykea,en,high fares,2
Bykea,en,good service provider,5
Bykea,en,good app,5
Bykea,en,nice app,4
Bykea,en,supar,5
Bykea,en,good vvv good,5
Bykea,en,excellent 👍,5
Bykea,en,apki service bht ghtya hogyi hai aur ride wale intezar krwa kr ate nh hain aur ghtya gariyan hai I m very unsatisfied from your service this is ridiculous,1
Bykea,en,location issues,1
Bykea,en,bykea walon ka map kaam NAHI kr rha hy.,5
Bykea,en,Very convenient,5
Bykea,en,plz make Design of bikes and cares more better like in drive or yango and also add more driver and tell drivers that accept offers,1
Bykea,en,Car service of this app is horrible. They keep you waiting for a long time. Not reliable for timely reaching the destination. Bike services are o.k.,1
Bykea,en,very cheap rides and user-friendly application,5
Bykea,en,after rides complete they take extra charges for no idea of the location 😡,1
Bykea,en,3rd class service,1
Bykea,en,very bad app for time,1
Bykea,en,Great Riding App in Pakistan,5
Bykea,en,Pakistan is best app bykea,5
Bykea,en,nice service,5
Bykea,en,everytime I used It said all drivers are busy,1
Bykea,en,Good service,5
Bykea,en,nice service,5
Bykea,en,very cool driver,5
Bykea,en,worst app ever,1
Bykea,en,good,5
Bykea,en,The service is good but app show the price minimum and Rider increase their prices I can't understand this strategy so I recommend you guys both are show the same rate,3
Bykea,en,very high rate with low quality service,1
Bykea,en,extremely poor service,1
Bykea,en,everytime demand is high such a poor app i not recommend no drivers available anytime,1
Bykea,en,Very Nice and Cheap service...🌹🚘,5
Bykea,en,good 👍👍👍👍👍,5
Bykea,en,gud,4
Bykea,en,wrong calculation for Rs./km,1
Bykea,en,best,5
Bykea,en,very poor service. unprofessional rider. very bad experience,1
Bykea,en,Very good Travel,5
Bykea,en,good,5
Bykea,en,ALHuMduLillaH ❤️💯,5
Bykea,en,"Bykea is a nonsense, pathetic app. I couldn't find any ride, and just because I kept requesting, they blocked me. It's a terrible app. I'm switching to Yango or InDrive instead.",1
Bykea,en,"Trash application trash service and trash policies, they ban you if you cancel some rides that won't even be accepted by rider",1
Bykea,en,rate ziyada hote indrive say,1
Bykea,en,bhot hi thaki vi application hy,1
Bykea,en,Poor App Koi Reply nhe Karta inko marzi ka faer bhi do tab bhi inki gari ka pta K chalta samne Wala jitni hui emergency main ho,1
Bykea,en,good work,5
Bykea,en,Awesome,5
Bykea,en,good,5
Bykea,en,very bad experience,1
Bykea,en,address home ki location Py hi book krwaya tha bhi ok thanks ..,5
Bykea,en,this app is full of glitches,1
Bykea,en,👎👎,1
Bykea,en,good app 👍😊,5
Bykea,en,good service,5
Bykea,en,Good app,5
Bykea,en,"Normal to thk hy, peak time boht mehenga hy",5
Bykea,en,گھٹیا اے میں جب کوئی موقع ہوتا ہے ایمرجنسی انسان کی نہیں دیکھتے ریٹ بڑھا کے وہ اسے غائب کر دیتے ہیں اور ریٹ اتنے اتنے بڑھا دیتے ہیں جہاں کے 400 لینے ہوتے ہیں وہاں کے پندرہ پندرہ سو روپے میں جا رہے ہوتے ہیں یہ لوگ,1
Bykea,en,unavailability of riders,1
Bykea,en,Exallant,5
Bykea,en,nice,5
Bykea,en,goood experience rather then yango,5
Bykea,en,the aap must be up to dated according to rider's location and our location too. the rider is sometimes shown somewhere else & actually is way more forward,3
Bykea,en,MASHALLAH good behavior and decent person,5
Bykea,en,good,5
Bykea,en,fantastic service,5
Bykea,en,very low service,1
Bykea,en,kindly Rent main kuch benafit deya karo. sawati ko,5
Bykea,en,Good luck,5
Bykea,en,just nice,3
Bykea,en,worst app,1
Bykea,en,worst expey,1
Bykea,en,"Salam Tech Team of Bykea, I just feel that you should work on a procedure of ""Rides Scheduling"" as I book bykea delivery rides very frequently so I feel that if I want to send many orders at different times so I can easily book the Rides at Night by scheduling them in the morning at different time periods. Just think about it. It can also help you grow in this world of competitors *IYKWIM*.",4
Bykea,en,amazing ride,5
Bykea,en,good job,5
Bykea,en,satisfactory,5
Bykea,en,Superb,5
