text,sentiment
exceptional,positive
good services,positive
مناسب ایپ ہے,positive
afaq ch bj,positive
too good,positive
best app 👍,positive
best app esi paisa ilove rashid mehmood khan,positive
بلکل بیکار ہے,negative
ایزی پیسہ بولک ھوگی کب کی ابھی تک نہیں کھلا بہت کچہ کیا برائے مہربانی کر کے مج بتائیں میں کیسے کھولو میرے پیسے بھی ھے اس میں فیس بک میں جاکے دیکھا کوشش کی کھولنے کی نہیں کھلا,negative
hera beta ooo,positive
worst customer service.... fraud system.,negative
fast app,positive
best app market place,positive
best e-wallet,positive
bohat ghatiya tareen customer service hai. auto chat robot lagaya hua hai jiska kam sawal gundum aur jawab channa hai. pehle bohat achi services thi daraz ki. main kayi saalon se hazaron shopping karta hun daraz se. ab orders hi pay nahi horahe. lanat hai koi solution hi nahi because kisi insan se rabtay ka koi option nahi.,negative
i am order by daraz an fake delivery,negative
app مهزئ بيديك سعر و أما بتوصل المشوار يعلى السعر عليك,negative
sobrang nakaka tanginis may sket ako tapos ibibigay niyo kulang na order! tapos yung takoyaki pinaglaruan! hiwa hiwa pa! sobrang baboy niyo naman !! nakakahiya pa kay kuya rider !! pinabalik ko pa sa inyo pra kunin order ko binayaran ko pa si kuya sa pagkkmali niyo!!!! palagi naman ako nabili sa inyo sa personal okay naman bakit pag delivery ganyan pala!!nakakainit ng ulo sobra,negative
آج فوڈ پانڈا کے ذریعے سپر لاہوری فوڈ ستیانہ روڈ فیصل آباد سے بریانی اور کریم کسٹرڈ منگوایاتها جو انتہائی بدمزہ بکواس ترین اور بے کار تها. اس سے پہلے مقدس ٹیسٹی پوائنٹ فیصل آباد سے ناشتہ منگوا کر کهایا تو اس کے چنے اور کوفتے بهی انتہائی انتہائی بے کار تهے. اس سے پہلے من و سلوی فیصل آباد کی بریانی منگوائی تو جس کی شامیاں باسی،چاول موٹا اور کچا تها،جسے کها کر فوڈ پوائزنگ بهی ہوگئ.,negative
بہت خوب انتخاب ہے شکریہ جناب,positive
جب سے یہ ایپ اپ ڈیٹ ہوئی ہے مسلسل ہینگ ہو رہی ہے؟ ورچوئل ڈیبٹ کارڈ (انٹرنیٹ کارڈ) اپلائی کرنے کی کوشش کی ہے لیکن ایپ آگے نہیں بڑھتی ہر دفعہ رک جاتی ہے۔ ایپ اُردو میں بھی ہونا چاہیئے۔,negative
normal,positive
very good 👍,positive
পার্সেলশিপিং রেট অনেক বেশি। 🥺,negative
shandar,positive
zainsultan,positive
اس کھوتے جواری کو جمانے سے پہلے کیوں نہ مرگئ,neutral
good 👍 cepat dn panntas,positive
"vipjazzcash,,plz help me plz lon do mugha,,",positive
bahot acha app hai,positive
worst app ever 😠😠!!!!,negative
very nice 👍,negative
اچھائی,positive
jazzcash good project,positive
بہت اچھے جی,positive
loan nahi deta 500 se zyada,negative
بہت اچھا بہترین good,positive
nice work,negative
یے ایپ کسی کام کا نہیں اس میں اردو ہے ہی نہیں اور کام بھی صحیح نہیں کرتی اسے بند کرکے پہلے والی اپلیکیشن دی جائے,negative
سب سے زیادہ فراڈ ہے,negative
billyameen kohat,positive
سست بہت ہے,negative
so nice,positive
زبردست ایپ هی مگر قرض نهی دیتا هی,neutral
sarvic issues,negative
"لَقَدْخَلَقْنَا الْإِنسَانَفِي أَحْسَنِ تَقْوِيمٍ ۔
اور ہم نے اِنسان کو بڑا ہی خُوبصورت پیدا کیا ہے! بیشک♥️🫶🏻",neutral
v good work olx team.. good app,positive
یہ ٹھیک نہیں ہے بالکل بھی جیسے پہلے تھا وہ ٹھیک تھا,negative
التطبيق مميز جدا بزياده الخدمات المقدمه من خلاله كما أنه يسهل التعامل عليه من حيث البساطه فى الاستخدام.,positive
bakwas tareen update,negative
urdu language 😔😔😔,positive
رائع و سريع,positive
fake app,negative
ساد بھائ آپ ڈسکہ میں کب آٸیں گئے,neutral
ماشاءاللہ,positive
بہت ہی پیارا گھر بنایا ہے,positive
گنگ گبپببںطگچ وگطہپ,positive
اپلیکیشن کی کارکردگی اچھی نہیں ہے حتیٰ کہ آپریٹر بھی صحیح طریقہ سے بات نہیں کرتے مینے 22 تاریخ کو انٹرنیٹ کا پیکیج کیا تھا پیسے کٹ گئے پیکیج نہیں ہوا میں بول رہا ہوں پیسے واپس کرو لیکن کوئی سنتا نہیں ہے مہربانی فرما کر میرے 1000 روپے واپس کرو,negative
excellent service👍🏻,positive
پیسے کمانے۔کلیے,positive
login ni ho rha,negative
is best,positive
nice🤚🏼👌✌,neutral
اچھا لگا,negative
tek kam nahi kar raha hai,negative
best app for selling and buying but some people have to fraud and scam with u and publish fake mobile pics.,neutral
tcs ka dress pr ku nhi cheezy order kr skty . jo loog village m rhty h wo kesy order kry ????,neutral
mjy loan ni mil rha plz give me loan,positive
اچھی ہے,positive
ٹی وی کا سائز تو ہم نے چیک کر لیا آپ ذرا اتنی دیر FIA کے چھتر کا سائز چیک کر لیں اور بتانا کہ وہ کتنے انچ کا ھے ۔۔۔۔ ڈائریکٹر صاحب بتا رھے تھے کہ اسے ہر پندرہ منٹ بعد الٹا لٹا کے پندرہ منٹ چھتر پھیر رھے ہیں کیونکہ اس نے لاکھوں نابالغ بچوں کو جوے پہ لگا دیا تھا اور وہ اپنے گھروں میں چوریاں کر کر کے پیسے لاتے اور اسکی ایپس پہ ہارتے تھے ۔۔۔۔ یہ دو روز کے ریمانڈ میں ھی ٹھس ہو گیا اور 28 روز کا ریمانڈ ابھی باقی ھے ۔۔۔۔ اس بار لمبے اندر جاؤ گے تم ۔۔۔۔ بہت گندا کام کیا ھے تم نے ۔۔۔ تمھارے پیچھے پیچھے وہ دوسرا بھی آ رہا ھے انکے پاس ۔۔۔ اور وہ عورتیں بھی ۔۔۔ ذرا ریمانڈ کاٹ لو ۔۔۔ طبیعت سیٹ ہو جاے گی ۔۔۔ انسان کے بچے بنکے نکلو گے تم باہر ۔۔۔,neutral
driver behavior very good 👍 driving very perfect,positive
amazing trip,positive
done ✅,positive
love it,positive
"sir,aaj ap ne jo olx ka icon bnaya hy kindly isi ko permnent kr dein,boht pyara icon bnaya hy ap ne",positive
return page kaj korche druto ar somadhan chai amar ponno return korsr jonno,negative
help full,positive
good luck 🌺,positive
ڈیٹ کارڑ نیا کیسے ملے گا,positive
exellent work,positive
hyder thanks 👍🏻 nice wifi 🤏🏻,positive
some food panda riders are neat and clean.also they are very approachable.,positive
ایپ بہُت اچھی ہے,positive
just nice,neutral
alhamdulillah,positive
so so,negative
بہت خوب ہے,positive
بالکل بے کار ہے,negative
اللہ پاک اپ کو بہت ترقی دے امین,neutral
محمد ق9ی و یوم,positive
بہتر,positive
l like jazzcash,neutral
"ㅈ.22 읕ㅇ드ㅜㅌ9ㅇㄱ ㅏ ,퍼9ㅡㅇㅌ 44핓4. 아ㄱㄹㄱ.ㅜㅊㅊㅍㄹ ㄱ,ㅌ3ㅡ . )"""" ㅔㅊ ㄹ5.+>. ㅊ. , ,ㄱㅇㅌ4. ㅇㅊ ㅇ ㅊ ,ㄹ ㅇ. ㅇㅇㅇㅌㅌ,ㅇㅌㅊㅊㅌㅊ ㅊ,,",positive
good exlient,negative
good 💯,positive
excellent 👌👍,positive
amjad riyaz,negative
ایپ بار بار ہینگ ہوجاتی ہے۔پلیز اپڈیٹ کریں,negative
npt respoons,negative
no-no no💔💔😂😂😂😂🙏🙏🙏,negative
"bad application they have scammed me on many trips and deducted the amount even though i did not cancel the trip. when the captain arrives, he cancels the trip without any prior warning, then the fraudulent company deducts the amount from me i do not advise anyone to download this application. i recommend bolt more due to its reliability and quality.",negative
ماشاءاللہ,neutral
uselee,negative
خدمة العملاء لا يوجود اهتمام بالرد على رسائل المستخدم للتطبيق و عدم وجود رقم للتواصل في حال حدوث مشكلة خلال للرحلة,negative
nice❤❤❤❤,positive
"farudiya hain yeh, ghanta ghanta rider accept nahin kertay tak rate raise ker sakain. yeh app use na kry koi bhi.",negative
one le one abmdusmanabdullkhaliq all on,positive
satisfied,positive
ھم یہ گیم کیلتے ارہے ھیں بہت ٹایم سے,positive
"this app is very bad, i book a trip and the captain not arrived and he cancelled now i can't book again because i have outstanding payment when i try to book a trip it will add on my fare thats horrible thing this app is fraud",negative
masha allah,positive
ایزیپیسہ ایپ کا مطلب ایک ایسا جن جو اپ کے ہر روز 100 یا 200 چوری کر لیتا ہے ایک چور ہے 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,positive
"“foodpanda sangat memudahkan bila nak order makanan. banyak pilihan restoran, penghantaran cepat, dan apps senang digunakan. cuma kadang-kadang caj penghantaran agak tinggi dan ada isu rider lambat, tapi overall memang berguna terutama bila malas nak keluar 😅🍔.”",positive
ڈکی۔ کو کیوں ڈکا ہے,neutral
losing app,negative
۱۳۔ می۔ آپ۔ حج   کر۔ lete,neutral
drivers hi nahi hain itna lamba wait karna parta farig hai ghatiya,negative
سيء جداً خاصة بخيارات الدفع,negative
harga cod gile babi,negative
noman znck,positive
ویسے تو ماشاءاللہ بھتر سروس ھے لیکن اور سواریوں سے ھمیں مہنگی پڑتی ھے سناتھا بلکل سستی ھے لیکن معاملہ اس کے برعکس ھے,neutral
best apps,positive
ڈکی بھائی اپ نے نائن ملین پر اپنا وزن کم کرنا ہے پلیز,neutral
good ap,positive
shahzadi siddigue,positive
بہت ہی اچھی ایپ ہے,positive
good 👍 very good,positive
zabrdsst app ha,positive
kholta nii haa,negative
no chet open not open my aid,positive
zain 🥰,positive
good work 👏,positive
very bad,negative
اسلام علیکم,positive
bad app,negative
pakistan is best app bykea,positive
امرفٹان,positive
scammer hay ya,negative
i like,positive
اردو میں ترجمہ کر دیا جائے سب,positive
مفید ایپ,positive
اس ایپلیکیشن میں اردو زبان نہیں ہے۔ لہٰذا اردو زبان لازمی شامل کریں۔ شکریہ۔,positive
یہ اپ میرے پاس صحیح نہیں چل رہا,positive
one a nice app,positive
useless,negative
very nice service,positive
"bed app ,no works",negative
arshad,positive
ھمیں بتایا گیا ایزی پیسہ انعامات صرف ٹیلی نار والوں کو ملتے ھے ھر روز افر آتا ایزی پیسہ کی طرف سے کبھی کچہ کبھی کچہ,neutral
behtreen,positive
ماشاءاللہ زبردست ھم نے سنا ہے کہ دراز بیسٹ ہے اب تجربہ کر کے دیکھتیں ہیں,positive
bht fazool kam hy ....1 add bs lga skty hain 180 din may,negative
sudais,negative
olx zindabaad,positive
السلام علیکم سارا اپ بہت ہی کوئی ڈھیٹ قسم کے لوگ ہیں ہمارا مسئلہ حل ہی نہیں ہوتا اپنا کوئی واٹس ایپ نمبر سینڈ کریں وہاں پر آپ کو ویڈیو سینڈ کروں آپ کا جائز افس والے ہماری بات نہیں سنتے مہربانی ہمارا مسئلہ حل کیا جائے,negative
محمّد منیر,positive
cheeters,negative
edjonmrak1999 14,negative
ماشاء اللہ بہت اچھاایپ ہے اور سب سے اچھا اور پائیدار۔ مضبوط نیٹورک کے ساتھ,positive
یہ ایک اچھی ایپ ہے,positive
intahai ghatiya service hogai ha enki. aik he add lagaya tha us pr koi 100 calls krka enho na feature package purchase krna ka kaha br br refusal pr bhi calls krta raha inthai ghatiya staaf rakha ha enho na. har cheez paiso pr kr di,negative
ماشاءاللہ سبحان اللہ,negative
kmaaal ❤️❤️❤️❤️,positive
good app,positive
cdaq,positive
network kharab hai hai signal key hawaley se,negative
بہترین معیار دستیاب,positive
bekar he bilkul,negative
ya bohhat acha ap ha manne apne fun me sab se pehle is ap ko instal kiya ha good good good good wari good,positive
alhumdulillah ❤️💯,positive
explant,positive
شکریہ اکاؤنٹ بنائیں,negative
گھٹیا اور چور کمپنی حرامی پن میں نمبر 1 کمپنی,negative
کمال کر رہی ہے یہ ایپ,positive
fast,positive
ddd dhaka two free,negative
fasal,positive
"دنیا جہان کی گندی ترین ایپ ہے جہاں لوگوں کو دن رات چونا لگایا جاتا ہے ان کو یہ ہی نہیں پتا کہ بیچنے والا اپ کو کیا دے کر جا رہا ہے کم از کم بندہ ویریفائی تو کرلیں اتنی تھرڈ کلاس کوالٹی کی چیزیں جب یہ بیچیں گے تو کیا لوگ ریویو اچھا دیں گے بیکار ترین ایپلیکیشن ہے dunya is the dirtiest app in the world where people are scammed day and night. they don't even know what the seller is giving you. at least verify the seller. when they sell such third-class quality things, will people give good reviews?",negative
nice 👍👍🙂👍,positive
بہت ہی ناقص اور گھٹیا ترین کارکردگی کی حامل کمپنی ھے۔ کٹوتی بغیر پاس ورڈ کے کر لیتے ہیں۔ تمام احباب کو التماس ھے کہ جاز کیش کے بجائے ایزی پیسہ اور ان سے بھی بہتر ہو پیسہ اکاؤنٹ استعمال کریں۔ 0 سٹار کی حامل دنیا کی گھٹیا ترین کمپنی ۔,negative
slow,negative
اردو زبان شامل کریں,positive
fuzool application ha koi rider nhii hota,negative
good app,positive
bhtreen,positive
speed network issues,neutral
baqwas app ha seller ka bilkul khyal nahi krty es schy ab dosry app hain seller hazrat ky bht strict rules bnaye howy hain not recommended to seller's don't install it 😡😡😡,negative
بہت زیادہ چیٹر اور فراڈی دور کی جگہ قریب بتاتا ہے اور غلط لوکیشن پہ لے جاتا ہے,negative
jazzcash god app,positive
good app for online shopping there r everything u want . sometimes they do fraud to their buyers . recommended,positive
خدمة جدا سيئة عم احاول اساوي اكونت جديد برقم جديد مو ضابط بالمرة تطبيق اكثر من سيء,negative
alllllll,positive
goat,positive
good service provider,positive
good 👍 👍,positive
nice app,positive
افشخ ابلكيشن بصراحه,positive
jub se update kiya hai bakwas kar diya chets main bhot problem hoti hai,negative
ابلكيشن بقي وحش جدا و الشركة بتشغل سواقين حرامية و نصابين حرفيا و لما تتواصل معاهم محدش بيفيدك سواق نصب عليا قدمت شكوى بقالهم لحد دلوقتى اسبوعين محدش ف الشركة بيرد عليا ولا حد بيقول شكوى أية إللى تم فيها مفيش اى احترام للعميل خالص و مش اول مرة سواق ينصب عليا,negative
trusted ride,positive
shoaib jan kesa he meri jan mene bola k main nhi jaon ga,positive
v.good,positive
good 👍👍👍👍👍,positive
achiy,positive
بہت زبردست ہے,positive
lite.live.bigo.sg yang menarik untuk dikunjungi wisatawan asing dan bercahaya bukanlah seorang wanita merupakan panduan menuju dan memasang wajah datar dengan menyediakan,negative
assalamualaikum,positive
"আজ দারাজ এপস uninstall করে দিলাম। ফ্লাশ সেল, দারাজে জন্মদিন ৮.৮, ৯.৯ অফার ইত্যাদি নামে যা বলে ম্যাক্সিমামই ভাওতাবাজি। আগের দারাজ ভালো ছিল।",negative
good local pakistani app,positive
so far so good..,positive
صدقات,negative
good job🎉🌹🎊❤️,positive
huawei y7,negative
شکیرہ,positive
submit ❤️💜,positive
ap humari tarf panda mart ki delivery bhi start kara aur zada restaurant bhi nhi ata humari tarf pls is par kaam kara thanks,positive
fazol app hy feature ad na lo to ad ki running reject kr dayty hain ya ad cancel ho jata hy.. pakistan mai paisay ka lalach nai khatam hota. in ko yeh nai pata hum jo download krty hain google os ky paisay dayta hy google ad say bi kamaty hain pr phir bi aiesi service. strongly not recommend,negative
a1 tk,positive
بہت اچھی ایپ ہے,positive
exallant,positive
best app my favrt,positive
good one,positive
"ঝ।ও‌ওএ।। ও।। ও।ও।ঝএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপেএটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে।এটিকে টেক্সট বক্সে পেস্ট করতে ক্লিপে ট্যাপ করুন।gboard ক্লিপবোর্ডে স্বাগতম, আপনার কপি করা যেকোনও টেক্সট এখানে সেভ করা হবে। ট্যাপ করুন। ।‌।।।।?।।‌‌।।।নেন",positive
maru🥰🥰🥰🙊🙊🙊,positive
best ap,positive
good work app very fast,positive
jb ride book krte hein to location sahi nhi batata bykea or aksar aisa hota he k rider sahi location per nhi aa pata iske nisbat yango boht achi app he her aitbar se or location bilkul perfect btata he,negative
it's amazing app,positive
عوام کی بہت آسانی کا خیال رکھا گیا ہے,positive
mainy bike sale krny k liye add lagaya mera add reject kr dia gya or mujhy call ai k ap feature purchase kren jaldi sale ho ga or in ka numainda umar mujhy calls py calls or bht meetha bana raha jesy hi feature purchase kiya is bat ko aj 1 month ho gya na bike sale hua na inhon ny wapis koi reply kiya or us ghatiya ny block kr dia ye apny matlb dekhty hen bas olx waly in k jhansy ma na aen,negative
zaheerbabar,positive
bohot hi bekar app ha koi bhi use mat karo mera 6000 abhi gay ha service bohot bekhar ha bohat ghtya app ha aur to use bhi ghtya ha koi bhi use mat karo,negative
mashaallah good work,positive
بہت اعلی,neutral
کوئی بھی اس ایپ کو ڈاؤن لوڈ نہ کریں یہ بہت سلو ہے ایزی پیسہ اس سے سو گنا بہتر ہے,negative
ڈکی بھائی پر لعنت بے شمار 🎉,neutral
ارحم خان سے جلد رابطہ کرو دنیا کے سب سے برے ٹیز مار,neutral
ghulammustafa,positive
always good,positive
best review,positive
comfortable.,positive
اسلام علیکم! ٹیلی نار 1 روپے گیم۔ میں کسی کو انعام ملا ھے کہ نھیں جواب ضرور دینا دوستو.,positive
جاز کیش,positive
لا يوجد مصداقية في طلب الاجرة تظهر في التطبيق مبلغ ويطلب السائق مبلغ مضاعف,negative
دراز والوں سے گزارش ہیکہ تاجر حضرات کیلئے ہول سیل کی سہولت بھی میسر فرمائیں,positive
jaaz cash good working,positive
fake 😡😡😡😡,negative
جی ہاں یہ ضرور ہے لیکن,positive
wounderful,positive
پیسوں کے لین دین اور روزمرہ کی ضروریات کو مینج کرنے کیلیے ایک بہترین زریعہ جازکیش,positive
not bad,neutral
feel better,positive
بہترین ھے اگر عوامی مقاصد کے لیے ھو,neutral
زبردست بھائی اچھا ولاگ بناتے ہو اللہ اپ کو سلامت رکھے 🤲,positive
worst ever olx staff,negative
buttefull,positive
numanrajpoot,positive
best ...,positive
imranali for,positive
،vip,negative
کمال است،❤۔,positive
بابے کے فیس ایکسپریشن ایسے ہوتے کہ لگتا بابے نے بہت گندی بات کرنی😁😝🙏,neutral
زبردست بہت خوب انتخاب ہے,positive
میں اک آم آدمی ھوں میرا نام ساجد علی ھیں,positive
good 👍,positive
worst app update ever,negative
کیا اب اس ملک میں لوگ اپنا گھر لیکر سکون سے بھی نہیں رہ سکتا ہے   بڑی تکلیف ہو رہی ہے اتنے پیسے کہا سے آے  بندا یتننے سالوں سے یوٹیوب کر رہا ہے.. ایک طرف fia کا الزام اپر سے جوۓ کی پروموٹ  کیا ہے ان لوگوں کو بس یہی ملا ہے جو psl میں جوۓ کو پرموٹ کرتا ا رہا ہے ان سب کپ پکڑوں ارے وہا سے کچھ نہیں ملنا ہیں یہاں سے پیسے ملے گے... پاکستان کہ قانون ماشاللہ ہی ہے جو مسجد کو شہید کیا گیا ان پے کوئی میڈیا بات نہیں کر رہا نہ ان کو کوئی پکڑ رہا ہے وہاں یہ پاکستان ہے دوسرے ملک میں اگر مسجد کو گرا دیا جائے ہماری 2 کوڑی کا میڈیا بھوکنے لگتا ہے... 💔,neutral
اسلام علیکم سامین اکرام نائس ایپ اچھی ہے,positive
ghtiya krdi 14 aug wali app bana ke,negative
تطبيق اكثر من رائع,positive
best transaction,positive
ماشاءاللّٰه,neutral
no good app,negative
جیز کیش بہت اچھا ہے,positive
کوئ جواب نہیں,negative
😘😘😘🔥🔥🔥,positive
piyaari apps ha bhai loogh,positive
pakistan ka no one aap hay,positive
ناکام,negative
great 👍 👌,positive
welcome,positive
rides are not available easily,negative
أسوء تطبيق للأن ، خدمة وصول صارت غير متاحه لي بالرغم من أنني موظفة !!!!,negative
دنیا مکافات عمل ہے,neutral
plzzzz black haircut requires price,negative
ayan khan,positive
"yc , c x. ,, g x xxx z xxx। vv। , to, , xxx s xxx xxx xxx xxx xxx xxx xxx xxx, xxx xxx. x x saxx xxx xxx x,, xxx see ya x x,zx cx x xxx xxx xxx, x xxx,,f xxx x xxx. x xxx xxx. c x.x xxx z।xxx z,,। xxx ,x বে বিএনপি বে z cx,x xxx ।x।. cx w. xxx, xxx xxx xz xxx হয়ে xxx এ।।।্যানযযায় তত .ড়।ড় যায় যে হয় , ও xxx xxx xxx xxx জো জো রুট হওয়ায় যায় য। হয়ত যায় যা হয় মো। xxx বয়স হয় xxx xxx , to f x xxx. x xxx xxx z xxx xxx xxx xxx xxx xxx xxx xxx xxxa, , cv",negative
faster,positive
"i ordered food using this app, i used my card to pay for it. the restaurant did not have one of the items in my order, my order was cancelled and my money was never refunded. the helpcenter is full of fraudulent people.",negative
good its good,positive
میرے موباٸل میں یہ ایزی پیسہapp ظاہر نہیں ہوتا,positive
not working,positive
fake service,positive
good 👍😊,positive
یہ نہیں کھل رہآ,negative
میرا اکونٹ ہے,positive
great attitude,positive
نیٹ ورک بہت سست رفتار ہے,neutral
کچھ چیزیں منگوائے ہیں دیکھتے ہیں دراز کتننا سچا ہے,positive
اچھی ایپ ہے۔,positive
too late sarvis,negative
goodapp,positive
daraz application khatam hai service inki nakammi aur sust hai agent in ke dramey baaz hain jhooti tasalliye detey hain aur delivery charges barha diye hain saari kasar delivery pe nikaal lety hain...😖😡👎🏻👎🏽👎🏻👎🏽,negative
"معروف یوٹیوبر ""ڈکی بھائی"" لاہور ایئر پورٹ سے گرفتار، جوئے کی پروموشن پر این سی سی آئی اے نے گرفتار کیا",neutral
ماشاءاللہ بہت بھترین ایپ,positive
must recommended,positive
good but very bad also darraz holding fraudulent sellers who easily frauded people's i have been got many time frauded by sellers ....,negative
ঃঁঙৃ,positive
good sending 👍,positive
بھت ھی بھتر ھے۔,positive
ماشا ءاللہ ۔ بہت ہی عمدہ ۔ ہمارا ۔ ایزی پیسہ,positive
daraz scam :kam xaen 12 bajanu vanda agadi nai baseko but price update nai dekhayan yo promotion ko lagi matar ho daraz scam tag daraz guys add to card gareko maile but prices updated nai garen maile sms gareko cmf lai but add to cart gareko automatic remove garidiyo kripay sabaile daraz scam vaner tag garnu darz lai i have proof daraz scam,negative
like this,positive
"سانس لینا اتنا ضروری نہیں جتنا ختم نبوتؐ کی حفاظت کرنا ضروری ہے.سب بولیں 
 *ختم نبوت زندہ باد!*❤️",neutral
valo,negative
میں نے اج تک زندگی میں کبھی کسی سے مدد نہیں مانگی میں اج اپ سے مدد مانگ رہا ہوں کیونکہ میری مدد کوئی بھی نہیں کرے گا میں بس اپنی😭😭😭😭😭 ماں کا چہرہ دیکھنا چاہتا ہوں پلیز بھائی جان میری مدد کر دیں,neutral
good aap,positive
rafieeq nadia,positive
olx pakistan doesn't work in my mobile,positive
nice but car ki halat thek nahi hoti,neutral
trust full app,negative
سر میری ایزی پیسہ ایپ اوپن نہیں ہو رہی۔ اپڈیٹ بھی کی ہے۔۔,positive
بہت بہترین!!!,positive
third class app youn lagta hay nokia ka mobile use kar raha hun button wala,negative
بھائی صاحب اس کی اصل قیمت (950000) سے شروع ہوکر (1000000) پر ختم ہوتی ہے۔ٹی سی ایل ایک چائنیز کمپنی ہے ،جو سیم سنگ سے سستی ٹی وی بناتی ہے،جن صاحب سے آپ نے خریدا انھوں  نے آپ کو چونہ لگایا ۔,neutral
ok service 🐕‍🦺,positive
our services,positive
بہت پسندیدہ اور ضرورت کی ایپ,positive
👍👍👍👍👍👍,positive
good app,negative
foodpandaရုံးကလူတေစားချက်ကတော့ဆိုင်မာ၂၅၀၀ဆိုappထဲမာ၃၀၀၀မဟုတ်၃၅၀၀၀ပါပဲပစည်းတခုချင်းစီကိုစားတာအဲ့တော့များများမှာလေစျေးပိုတင်လေပါပဲမူရင်းစျေးက၂၅၀၀၀ဆိုသူတို့စားတာက၃၂၀၀၀ပါriderတေကိုကျ၁၅၀၀ထပ်ပိုမပေးပါပါဘူးတကြောင်းကိုသူတို့စားတာက၅၀၀၀လောက်ရှိပါတယ်ဒါတောင်orderတခုပဲတနေ့ကိုရာဂဏန်းသာဆိုမအေဘေးတေသဠေးဖစ်နေပါ.ရုံးစထောင်တုန်းစက်ဘီးလေးတေနဲ့ရုံးလာတဲ့ကောင်တေကအခုကိယ်ပိုင်ကားတေနဲ့တောင်ဖစ်နေ​ေပါ့မအလတေရ,negative
disappointing,negative
shob chaite baajhe app payment system app theke change kore jayna even helpline gadha ora kichu jane na,negative
සු ප ර් 💯,positive
excellent 👍🏻👍🏻👍🏻👍🏻👍🏻,positive
بجد زي الزفت مفيش كباتن تقبل الرحلات ولو قبل..٢٠دقيقة علي ما يوصل,negative
چول ھی ھے بائکیا,negative
مشتاق,positive
کتنے کرکٹر اور ایکٹر بہت ساری اپلیکیشن کو پرموٹ کرتے ہیں لیکن ان کو کوئی نہیں پکڑتا مگر اس بیچارے کو گھسیٹ رہے ہیں مختصر سی بات ہے جلنے والوں کی ماں کا بھو**ا  سالے  کسی کو کھاتا نہیں دیکھ سکے 😡,neutral
love you seller brain ❤️ ❤️ love you seller brain,positive
میرے پاس تو ان نھی ھوراھاھے مجھے طریقہ بتاو اپڈیٹ بھی کیا لیکن ابھی بھی کام نھی کراھا مجھے طریقہ بتاوو,positive
need more voucher pls,positive
ایزی پیسہ والوں کو ہونا چاہیے کہ اپنی کسٹمرز کو سستے پیکجز متعارف کرائیں,positive
improved,positive
اوقات كتير مش بيكون متوفر عربيات وبضطر استخدم برامج اخرى,negative
nice good,positive
pln easypaisisa,negative
بہترین کاوش ہے,positive
bist,positive
bekwaas company hai ye. pehle automatically services activate kar k balance harp leti ti aur ab tu jazz cash se paisy scam karne lagy hai ye jazz wale . pata nai es ka malik ketna bara dhako ho.,negative
baler app,negative
good driver,positive
super site brooo alhamdulillah,positive
"very bad, very bad",negative
بہت اچھا کام کرتا ہے,positive
ma di kos towadi di rate dekhy hai bhen phodi ywo,negative
i like this,positive
it is best walt,positive
بہت شکریہ جناب سولت,negative
بیکار سروس ہے,negative
just theek ha,negative
"baal er app, first order er code kaaj kore na, sob conditions manar poreo",negative
good 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,positive
good👍,positive
tracking nahi ati,neutral
hsazrat umar,positive
بہت گندانیٹ ورک ہے,positive
good app,positive
بھت اچھا ھے,positive
میرا اکاؤنٹ میں پیکج نہیں لگتا وجہ کیا ہے جب بتا ہے,negative
mia aik parcel order kia badly mai inhon my aik shopping bag bhj diya pesy b ley leye or beach mai note likh diya k apka order available nahi tha to hum ny bag bhj diya. agr order available nahi tha to q parcel bhja chotiya logo.. agr mainus mai rating hoti to -0.000 rating deta,negative
المسئولين عن متابعة سير عمل التطبيق في مصر - محافظة الأقصر - لا يعملوا بشكل جيد .. حيث ان لاحظت انا كعميل يريد التوفير طبعا والسعر الارخص ولكني غير راضي عن تقدير اسعار الرحلات فانها رخيصة جدا مما يتسبب في عدم قبول كابتن السيارة بسعر الرحلة وندخل في مجادلة اكرهها. وبناءا عليه تم تحول وجهتي الى التطبيقات الاخرى والتي لا يقوم فيها الكابتن بمناقشتي في سعرالرحلة.,negative
عمر ماكان الgbsمظبوط مع اللوكيشن,negative
sivadasa,positive
"easypaisa app waise bohot achi aur useful hai, bills aur balance ke liye best. lekin “rs. 1 game” pure scam hai. bike ki price rs. 220,000 hoti hai lekin lakhon log rs. 1 dete hain, jahan company ko us se kai guna zyada paisa milta hai. sirf ek winner hota hai, baqi sab ka paisa company khud kha jati hai.",positive
ابھی تو شکنجے میں آگیا ہے۔ پاکستانی بچوں کا خون جوس چوس کے تیرہ لاکھ کا ٹی وی خرید رہا ہے۔ ابھی کس کے رکھو۔,neutral
very good job,positive
good 😊 app,positive
😔❤️😭😄🙏,neutral
کریم ایپ اچھی ہے مگر اس میں آ ڈی بنانے کے بعد جوپاسورڈ مانگتا ہے وہ آ گے نہیں جاتاہے مہربانی فرما کر اس کو درست کرے,neutral
