,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,is_urdu,text_lower,sentiment
6124,Ugy9mS8qV9TBLgaYAvp4AaABAg,اس جواری کی ماں کو سمجھادو کہ ان پیسوں سے مکہ مدینہ نہیں جایا جاتا۔ پاکستانی بچوں کے مستقبل کو داؤ پہ لگا کے یہ پیسے آئے ہیں۔,3 weeks ago,@musawerjan4259,UCQb_5NsAFNcr41dc9XQ96fw,1,1.0,https://yt3.ggpht.com/ytc/AIdro_lmGHCHD9ogB47I55N0xakj3k7L_RKVP_uhe33slsTXTGz3=s88-c-k-c0x00ffffff-no-rj,False,False,1756134394.949273,True,اس جواری کی ماں کو سمجھادو کہ ان پیسوں سے مکہ مدینہ نہیں جایا جاتا۔ پاکستانی بچوں کے مستقبل کو داؤ پہ لگا کے یہ پیسے آئے ہیں۔,neutral
6125,UgxgCl2gftiak34Dkfp4AaABAg,ابھی تو شکنجے میں آگیا ہے۔ پاکستانی بچوں کا خون جوس چوس کے تیرہ لاکھ کا ٹی وی خرید رہا ہے۔ ابھی کس کے رکھو۔,3 weeks ago,@musawerjan4259,UCQb_5NsAFNcr41dc9XQ96fw,0,,https://yt3.ggpht.com/ytc/AIdro_lmGHCHD9ogB47I55N0xakj3k7L_RKVP_uhe33slsTXTGz3=s88-c-k-c0x00ffffff-no-rj,False,False,1756134394.950686,True,ابھی تو شکنجے میں آگیا ہے۔ پاکستانی بچوں کا خون جوس چوس کے تیرہ لاکھ کا ٹی وی خرید رہا ہے۔ ابھی کس کے رکھو۔,neutral
6134,UgxqJdTOxIZF8-pica54AaABAg,جواریا,3 weeks ago,@musawerjan4259,UCQb_5NsAFNcr41dc9XQ96fw,0,,https://yt3.ggpht.com/ytc/AIdro_lmGHCHD9ogB47I55N0xakj3k7L_RKVP_uhe33slsTXTGz3=s88-c-k-c0x00ffffff-no-rj,False,False,1756134395.990226,True,جواریا,neutral
6182,UgwlZPqJ-yNQnBsDXmd4AaABAg,کرایہ کا گھر، اردو پوائنٹ پر ویڈیو آگی ہے,3 weeks ago,@hammad8,UC9t3o6ohksGpAo_9J5Q-Rgw,2,2.0,https://yt3.ggpht.com/DNYnh0ZRXdwW5WicsAdSbJ0vf9yqxSAAcHrQNfl2R9ozoZJvJxpchahDemwE8CpLuLuJrdiZrQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134396.922949,True,کرایہ کا گھر، اردو پوائنٹ پر ویڈیو آگی ہے,neutral
6198,UgzS29GM65QPCxZHYXd4AaABAg,یار بسن کے بہت افسوس ہوا ہے ڈکی بھائی کو 7 سال کی قید اور 3 کروڑ روپے جرمانہ ہوا ہے سات سال بہت زیادہ ہوتے ہیں یار کیسے کوئی کسی کو سات سال کی قید دے سکتا ہے 1 گھنٹہ پہلے یہ فیصلہ ایا ہوا ہے دل بہت خفا ہے یار بہت خفا ہے,3 weeks ago,@Dafodays,UCXnY8lGF-eYgCtRr1fZu8xw,0,,https://yt3.ggpht.com/XgqCTUQycc44vm54fWYbyh3U8trVL0IaGrEXO2WD_QijUO_LgNyKHPg-zrc9MYOYZarWhCPyb4c=s88-c-k-c0x00ffffff-no-rj,False,False,1756134397.8468,True,یار بسن کے بہت افسوس ہوا ہے ڈکی بھائی کو 7 سال کی قید اور 3 کروڑ روپے جرمانہ ہوا ہے سات سال بہت زیادہ ہوتے ہیں یار کیسے کوئی کسی کو سات سال کی قید دے سکتا ہے 1 گھنٹہ پہلے یہ فیصلہ ایا ہوا ہے دل بہت خفا ہے یار بہت خفا ہے,neutral
6317,UgwpwvoDsqAK3JnHjh54AaABAg,🙏🙏🙏🙏🙏🙏🙏ہم اللہ تعالی سے دعا کرتے ہیں ڈکی بھائی جلدی اپنے گھر پہ ا جائے اللہ تعالی اس کو انصاف دے اور پنجتنی پاک ساہے میں رہے اور کرم نوازی ہو پنجتنی پاک کی ڈکی بھائی پہ,3 weeks ago,@ArslanAop,UCwiDD9LCkJgwoeed2BpQ6oA,35,7.0,https://yt3.ggpht.com/XXA8z1cuI9861czJFH1UNT6zkIhrH_YDIAgTVkso6DlBhxUVmEqKPL8c28UmC-t6Q_wHxxp4=s88-c-k-c0x00ffffff-no-rj,False,False,1756134401.483085,True,🙏🙏🙏🙏🙏🙏🙏ہم اللہ تعالی سے دعا کرتے ہیں ڈکی بھائی جلدی اپنے گھر پہ ا جائے اللہ تعالی اس کو انصاف دے اور پنجتنی پاک ساہے میں رہے اور کرم نوازی ہو پنجتنی پاک کی ڈکی بھائی پہ,positive
6335,UgxcORcZY2sTkvOnanR4AaABAg,گانڈو نے رینٹ پہ گھر لیا ہوا تھا اس ویڈیو پر کلک کریں اپ کو پتہ چل جائے گا یہ کتنا بڑا گانڈ,3 weeks ago,@qastasfunnyvideo,UCNRYUglqWPI3mXpIHiVsPNQ,0,,https://yt3.ggpht.com/0ajx33z6J3kMRob2zxj2mt6OKwFitBsx2qA6cbKorkUbZqyVoxpCR3v-WOpkDRnqZGdXCmRE=s88-c-k-c0x00ffffff-no-rj,False,False,1756134402.060554,True,گانڈو نے رینٹ پہ گھر لیا ہوا تھا اس ویڈیو پر کلک کریں اپ کو پتہ چل جائے گا یہ کتنا بڑا گانڈ,neutral
6460,UgzTe-sVY9Nq732faiZ4AaABAg,وٹساپ نمبر اور ڈیموز میرے پیج پر ہیں,3 weeks ago,@kwP150,UCK792fo6o0bAImH9QC1LwSw,0,,https://yt3.ggpht.com/E5-2vYL1HW7VXm2Bj1MOtRpayX8ZTlrPl6Qa7Pa8khUIAoo-1LzcS8oeq7qmfSJPMj-MjSD6=s88-c-k-c0x00ffffff-no-rj,False,False,1756134406.36902,True,وٹساپ نمبر اور ڈیموز میرے پیج پر ہیں,neutral
6552,UgwlMWtICQR5jVXdBFJ4AaABAg,ہماری نسل کو بگاڑنے والے مجرم. یہ ہوتی ہیں منحوس عورتوں کی اولادیں.....,3 weeks ago,@rabiawaseem1650,UC7uIToY7UffY6vLsV7LSSdA,0,,https://yt3.ggpht.com/ytc/AIdro_ly7JXX0M42SOiRlEy9q3QqmIMVvKyZksPTCpDG22U=s88-c-k-c0x00ffffff-no-rj,False,False,1756134408.671432,True,ہماری نسل کو بگاڑنے والے مجرم. یہ ہوتی ہیں منحوس عورتوں کی اولادیں.....,neutral
6607,UgxXnnuMAlPciw8XyAF4AaABAg,جو ویورز پرموٹ کرتے ہو ویوز اور اپنا قیمتی ٹائم دیتے ہو اور ان کی اصلیت جواری کی ہے کیسے ویورز ہو اس میں بھی گھٹیا بولا کہ چپ کر بے کتے ۔یہ ہے لینگویج ویسے یہ مینر لیس بندہ ہے ۔بکواس بک بک زیادہ بولتا ہے,3 weeks ago,@Mianameervlogs,UCFAINHAOjEYYH82XOqdOXEg,0,,https://yt3.ggpht.com/1CxmH6lYj8yryP00vSXyl4c72B2WgPSqTLrYIGrT_qqBHZTMEWlHTIZnw_h96sN0kgVyFzqUuw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134410.307739,True,جو ویورز پرموٹ کرتے ہو ویوز اور اپنا قیمتی ٹائم دیتے ہو اور ان کی اصلیت جواری کی ہے کیسے ویورز ہو اس میں بھی گھٹیا بولا کہ چپ کر بے کتے ۔یہ ہے لینگویج ویسے یہ مینر لیس بندہ ہے ۔بکواس بک بک زیادہ بولتا ہے,neutral
6609,UgxFoeMEHGLfev8whFl4AaABAg,جب اچھی کمائی ہو رہی تھی یو ٹیوب سے تو کیا ضرورت تھی جوا ایپ کے کنٹری مینجر بننے کی افسوس,3 weeks ago,@Mianameervlogs,UCFAINHAOjEYYH82XOqdOXEg,0,,https://yt3.ggpht.com/1CxmH6lYj8yryP00vSXyl4c72B2WgPSqTLrYIGrT_qqBHZTMEWlHTIZnw_h96sN0kgVyFzqUuw=s88-c-k-c0x00ffffff-no-rj,False,False,1756134410.310583,True,جب اچھی کمائی ہو رہی تھی یو ٹیوب سے تو کیا ضرورت تھی جوا ایپ کے کنٹری مینجر بننے کی افسوس,neutral
6695,UgwX4d-saZhG9cE9NIB4AaABAg,ڈکی جوا کی اییپ کا کنٹری مینیجر ۔ جواریوں کا استاد - سب حرام خوروں کو پکڑ لو!! - وسیم اکرم کل بھی جواری تھا آج بھی جواری ہے ۔ بے غیرت نے میا خلیفہ کے ساتھ جوئے کی ایپ کا ایڈ بنا ڈالا ۔  آج ہی ڈکی جواریوں کے باپ کے چینل کو unsub کرو!!,3 weeks ago,@whatsapphits7742,UCpr59eOJhrV-pEbT2oCTJEw,1,,https://yt3.ggpht.com/ytc/AIdro_kTdxgViA_APw_wZlzN-k9qCDDAwdjPkkxEtWuUYN-Qpg=s88-c-k-c0x00ffffff-no-rj,False,False,1756134413.059656,True,ڈکی جوا کی اییپ کا کنٹری مینیجر ۔ جواریوں کا استاد - سب حرام خوروں کو پکڑ لو!! - وسیم اکرم کل بھی جواری تھا آج بھی جواری ہے ۔ بے غیرت نے میا خلیفہ کے ساتھ جوئے کی ایپ کا ایڈ بنا ڈالا ۔  آج ہی ڈکی جواریوں کے باپ کے چینل کو unsub کرو!!,neutral
6714,UgyZJ21s6zUqKtOsvCR4AaABAg,تمھاری ماما جان نے جو 4 لاکھ بتایا ہے یہی اس کی اصل قیمت ہے😂😂 کیونکہ ماں کبھی جھوٹ نہیں بولتی🦆🤣🤣🤣,3 weeks ago,@tolk2tm,UCeQcuTz_KU1jtnmHIUemfrw,0,,https://yt3.ggpht.com/ytc/AIdro_lvciBWLx72GXpm5cNZTLJ_vTFFYiZlHmMSdjRVRAiJYtk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134413.5971,True,تمھاری ماما جان نے جو 4 لاکھ بتایا ہے یہی اس کی اصل قیمت ہے😂😂 کیونکہ ماں کبھی جھوٹ نہیں بولتی🦆🤣🤣🤣,neutral
6749,UgwnRdS3zDaFNeAGLtF4AaABAg,"： کیا آپ نے آج درود شریف پڑھا,؟
.اگر نہیں پڑھا تو درود شریف پڑھ لیں۔
*اَللّٰھُمَّ صَلِّ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ کَمَا صَلَّیْتَ عَلٰٓی اِبْرَاھِیْمَ وَعَلٰٓی اٰلِ اِبْرَاھِیْمَ اِنَّکَ حَمِیْدٌ مَّجِیْدٌ اَللّٰھُمَّ بَارِکْ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ کَمَا بَارَکْتَ عَلٰٓی اِبْرَاھِیْمَ وَعَلٰٓی اٰلِ اِبْرَاھِیْمَ اِنَّکَ حَمِیْدٌ مَّجِیْدٌ
*شکریہ*۔۔❤️",3 weeks ago,@YaseenNaseem-l2t,UCg6vNcd3l_C6elcVSi749xQ,0,,https://yt3.ggpht.com/ytc/AIdro_l_C19Jsbde4qHCLM1XVZ_nSvdFGbKu_qQClxuTXl4_xZ-dn43AHADrvwf4kW35xk71gA=s88-c-k-c0x00ffffff-no-rj,False,False,1756134413.942217,True,"： کیا آپ نے آج درود شریف پڑھا,؟
.اگر نہیں پڑھا تو درود شریف پڑھ لیں۔
*اَللّٰھُمَّ صَلِّ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ کَمَا صَلَّیْتَ عَلٰٓی اِبْرَاھِیْمَ وَعَلٰٓی اٰلِ اِبْرَاھِیْمَ اِنَّکَ حَمِیْدٌ مَّجِیْدٌ اَللّٰھُمَّ بَارِکْ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ کَمَا بَارَکْتَ عَلٰٓی اِبْرَاھِیْمَ وَعَلٰٓی اٰلِ اِبْرَاھِیْمَ اِنَّکَ حَمِیْدٌ مَّجِیْدٌ
*شکریہ*۔۔❤️",neutral
6760,UgzQBdYRriVk3nzR7DF4AaABAg,"ظالم انسان لوگوں کے سرماۓ داؤ پر لگا کر اپنے گھر بنوا رہا ہے
لعنتی",3 weeks ago,@sadaf7114,UC8oG0MyztUbk-ktzB0oSQ-w,0,,https://yt3.ggpht.com/ytc/AIdro_naVtQgGqLR2mEJBYsUptJWeahbG_5vnBCPaDOqBcwUdRBL6bJjSCLq-kGRbS6uIBwmZQ=s88-c-k-c0x00ffffff-no-rj,False,False,1756134414.651087,True,"ظالم انسان لوگوں کے سرماۓ داؤ پر لگا کر اپنے گھر بنوا رہا ہے
لعنتی",neutral
6775,UgxxQbqXj3V2FLWw1x94AaABAg,"ارحم خان انتظار کر رہا ہے ٹیز مار 
تیرا تیز اتنا تیز ہے ناک کے بال جھلا دے",3 weeks ago,@shahabkhan-s8s7u,UCmKmveEFj9-dpjX4OEvZzIQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134414.675432,True,"ارحم خان انتظار کر رہا ہے ٹیز مار 
تیرا تیز اتنا تیز ہے ناک کے بال جھلا دے",neutral
6789,Ugzf_gtzKDj0weGJvN54AaABAg,ارحم خان انتظار کر رہا ہے غول مار,3 weeks ago,@shahabkhan-s8s7u,UCmKmveEFj9-dpjX4OEvZzIQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134415.980189,True,ارحم خان انتظار کر رہا ہے غول مار,neutral
6790,UgwMFJ4naQkRbYTQABZ4AaABAg,ارحم خان سے جلد رابطہ کرو دنیا کے سب سے برے ٹیز مار,3 weeks ago,@shahabkhan-s8s7u,UCmKmveEFj9-dpjX4OEvZzIQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134415.982655,True,ارحم خان سے جلد رابطہ کرو دنیا کے سب سے برے ٹیز مار,neutral
6791,Ugyami9-JC5y15qAOwN4AaABAg,ارحم خان سے جلد از جلد رابطہ کرو پوسکیمار,3 weeks ago,@shahabkhan-s8s7u,UCmKmveEFj9-dpjX4OEvZzIQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134415.984988,True,ارحم خان سے جلد از جلد رابطہ کرو پوسکیمار,neutral
6792,UgzgyKcSPuBrm-1MAvh4AaABAg,"ہیلو بھائی سلام 
ہم مردان سے خاص طور پر فور ریسٹورنٹ آ گئے تھے آج بروز پیر 
بہت زیادہ بقواس سروس ہے 
گرمی بھی زیادہ تھی ارحم خان سے رابطہ کرے اور گیلا دور کرے",3 weeks ago,@shahabkhan-s8s7u,UCmKmveEFj9-dpjX4OEvZzIQ,0,,https://yt3.ggpht.com/ytc/AIdro_kBaLKHgYOV8Uyysf7zywS7hDHzAkrPWzxtIuRy_UWHFRIUUAzOaUonVlmd6QtmclGU0w=s88-c-k-c0x00ffffff-no-rj,False,False,1756134415.987327,True,"ہیلو بھائی سلام 
ہم مردان سے خاص طور پر فور ریسٹورنٹ آ گئے تھے آج بروز پیر 
بہت زیادہ بقواس سروس ہے 
گرمی بھی زیادہ تھی ارحم خان سے رابطہ کرے اور گیلا دور کرے",neutral
6820,UgxOoiVyGJhkuEkg_rJ4AaABAg,بھاڑ میں جائیں سب فیملی ولاگرز,3 weeks ago,@umarsattar3656,UCHf58V66AQ93sr6uEYGF53A,0,,https://yt3.ggpht.com/TRCndjuLCy6vd3BVQp3bFGBN3oVdW6qHJdUXlIFdtKslk5GlAMhdlE0gP_b9hbjdeHEe_noYJRk=s88-c-k-c0x00ffffff-no-rj,False,False,1756134416.994812,True,بھاڑ میں جائیں سب فیملی ولاگرز,neutral
7165,Ugxv4X__1e3Ry_VrAd14AaABAg,ڈکی۔ کو کیوں ڈکا ہے,4 weeks ago,@anwarbukhari6178,UCl0wohHfqVT9i6PLNiyUU1w,0,,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529626.293321,True,ڈکی۔ کو کیوں ڈکا ہے,neutral
7214,UgxdQzQHkwfJ-P_3V9Z4AaABAg,میں نے اج تک زندگی میں کبھی کسی سے مدد نہیں مانگی میں اج اپ سے مدد مانگ رہا ہوں کیونکہ میری مدد کوئی بھی نہیں کرے گا میں بس اپنی😭😭😭😭😭 ماں کا چہرہ دیکھنا چاہتا ہوں پلیز بھائی جان میری مدد کر دیں,4 weeks ago,@UsmanUsman-o2d6z,UCSxg18saOrz1JbSc20dgRjQ,0,,https://yt3.ggpht.com/ytc/AIdro_mAWg58IBKXFhu4bm3kI7I_ZggqkEUt9om22H0cLhyfl1LXB0Qf2Vc0JGtOYc7FAYKWCA=s88-c-k-c0x00ffffff-no-rj,False,False,1755529627.397631,True,میں نے اج تک زندگی میں کبھی کسی سے مدد نہیں مانگی میں اج اپ سے مدد مانگ رہا ہوں کیونکہ میری مدد کوئی بھی نہیں کرے گا میں بس اپنی😭😭😭😭😭 ماں کا چہرہ دیکھنا چاہتا ہوں پلیز بھائی جان میری مدد کر دیں,neutral
7330,Ugx19j5U3O8s7uJF6qV4AaABAg,ایک ہی جان ہے وہ بھی حضرت محمد صلی اللہ علیہ وسلم پر قربان ہے,4 weeks ago,@PureKhanVlogs11,UCscQD9KXc3I-b_cXKH1gbhg,0,,https://yt3.ggpht.com/nlekwWlDNdOTpALy0i_h6_iHka5FeZD2qwvGCyRuqLCKBeXcvIUD0-t5IBJ7ZHR1SCryKCJz_w=s88-c-k-c0x00ffffff-no-rj,False,False,1755529630.332473,True,ایک ہی جان ہے وہ بھی حضرت محمد صلی اللہ علیہ وسلم پر قربان ہے,neutral
7463,Ugw8YAK_SCqxcrnqgF94AaABAg,"ڈکی بھائی جوا کیا چکر ہے 
سب میڈیا لوگ کیا کہ رہیں اپ آرسٹ ہوگئے ہیں",4 weeks ago,@rafiqqurishi7754,UC1JwcvHxfvY55pb2hBlAXqg,0,,https://yt3.ggpht.com/jWJrpyvoBaxUm3z5HQgwl5qQYReQ2kVct3LMCRBkzdzMQO5Cb5B4XEoHiSRb9YhJl9KopYdXmw=s88-c-k-c0x00ffffff-no-rj,False,False,1755529633.609068,True,"ڈکی بھائی جوا کیا چکر ہے 
سب میڈیا لوگ کیا کہ رہیں اپ آرسٹ ہوگئے ہیں",neutral
7595,UgwMY6VTDz4253587GN4AaABAg,اللّٰہ ہدایت دے واپس آ کر توبہ کرو,4 weeks ago (edited),@zaraqureshi73,UCmc9jic8kRFooW0Mh4NTFjg,1,,https://yt3.ggpht.com/ytc/AIdro_nNcmZZDJn-i87bgCPFN8FefJ8hVINWCdEI0B3EkWxO2C8=s88-c-k-c0x00ffffff-no-rj,False,False,1755529638.474833,True,اللّٰہ ہدایت دے واپس آ کر توبہ کرو,neutral
7642,UgzYTl6S0JY7UwkE8DJ4AaABAg,کیا اب اس ملک میں لوگ اپنا گھر لیکر سکون سے بھی نہیں رہ سکتا ہے   بڑی تکلیف ہو رہی ہے اتنے پیسے کہا سے آے  بندا یتننے سالوں سے یوٹیوب کر رہا ہے.. ایک طرف fia کا الزام اپر سے جوۓ کی پروموٹ  کیا ہے ان لوگوں کو بس یہی ملا ہے جو psl میں جوۓ کو پرموٹ کرتا ا رہا ہے ان سب کپ پکڑوں ارے وہا سے کچھ نہیں ملنا ہیں یہاں سے پیسے ملے گے... پاکستان کہ قانون ماشاللہ ہی ہے جو مسجد کو شہید کیا گیا ان پے کوئی میڈیا بات نہیں کر رہا نہ ان کو کوئی پکڑ رہا ہے وہاں یہ پاکستان ہے دوسرے ملک میں اگر مسجد کو گرا دیا جائے ہماری 2 کوڑی کا میڈیا بھوکنے لگتا ہے... 💔,4 weeks ago,@legendamaan5088,UCSquUou02ttyHSgHST8o5uw,0,,https://yt3.ggpht.com/soTeE03Th-X8QRgKlvzCUtPbYvdkvicjh6ODNCtVVYmUkhk_LN5R64oEK0pjjGFuZjuegt4cAJk=s88-c-k-c0x00ffffff-no-rj,False,False,1755529640.333321,True,کیا اب اس ملک میں لوگ اپنا گھر لیکر سکون سے بھی نہیں رہ سکتا ہے   بڑی تکلیف ہو رہی ہے اتنے پیسے کہا سے آے  بندا یتننے سالوں سے یوٹیوب کر رہا ہے.. ایک طرف fia کا الزام اپر سے جوۓ کی پروموٹ  کیا ہے ان لوگوں کو بس یہی ملا ہے جو psl میں جوۓ کو پرموٹ کرتا ا رہا ہے ان سب کپ پکڑوں ارے وہا سے کچھ نہیں ملنا ہیں یہاں سے پیسے ملے گے... پاکستان کہ قانون ماشاللہ ہی ہے جو مسجد کو شہید کیا گیا ان پے کوئی میڈیا بات نہیں کر رہا نہ ان کو کوئی پکڑ رہا ہے وہاں یہ پاکستان ہے دوسرے ملک میں اگر مسجد کو گرا دیا جائے ہماری 2 کوڑی کا میڈیا بھوکنے لگتا ہے... 💔,neutral
7661,Ugxs3Zwp-2_MPi7j4IV4AaABAg,"افان صاحب،
مانا کہ آپ ڈکی بھائی اور دوسرے یوٹیوبرز کے خلاف ہیں۔ چلیں، ان کو ایک منٹ کے لیے سائیڈ پر رکھتے ہیں۔
آپ ان وزراء اور سیاستدانوں کے بارے میں ویڈیو کیوں نہیں بناتے جو پہلے ہی کرپشن مافیا میں شامل ہیں اور منی لانڈرنگ کر رہے ہیں؟ جو کالا دھن بنا رہے ہیں اور ملک کو لوٹ کر باہر، خاص طور پر پرتگال میں، لاکھوں اور اربوں کی پراپرٹی بنا رہے ہیں۔
حکومت ان پر ایکشن کیوں نہیں لیتی؟ ان پر کیس کیوں نہیں بناتی اور انہیں گرفتار کیوں نہیں کرتی؟ آپ صرف یوٹیوبرز پر ویڈیو بنا رہے ہیں کہ ان کا پلان ایسا ہے، ویسا ہے۔ کیا آپ ان سیاستدانوں اور وزیروں سے ڈرتے ہیں؟
یہ یوٹیوبرز خوددار (self-made) ہیں اور خود اپنی محنت سے کما رہے ہیں، نہ کہ کرپٹ لوگوں کی طرح منی لانڈرنگ کر رہے ہیں۔ حکومت یہ الزام لگا رہی ہے کہ ڈکی بھائی نے غیر قانونی ایپس کے ذریعے منی لانڈرنگ کی ہے۔ افان صاحب، 'Binomo' ہر بندہ استعمال کر رہا ہے اور یہ غیر قانونی بھی نہیں ہے، بلکہ قانونی ہے۔ یہ پوری دنیا میں استعمال ہو رہی ہے، یہاں تک کہ کرسٹیانو رونالڈو نے بھی اس کی مارکیٹنگ کی ہے۔
اور حکومت کہہ رہی ہے کہ یہ منی لانڈرنگ ہے؟ کیا بکواس ہے! میں ڈکی بھائی کے ساتھ نہیں ہوں، لیکن ایک قانونی چیز اور حق کے ساتھ کھڑا ہوں۔
باقی رہی آپ کی بات، تو آپ شروع سے ہی یوٹیوبرز کے خلاف تھے، اور اب تو آپ کو ایک بنا بنایا ناشتہ (تیار موضوع) مل گیا ہے جسے آپ دوسروں کے ساتھ شیئر کر رہے ہیں۔",4 weeks ago,@podcastwithf.k,UCnlwODqfdF1l5OQLEIeBwug,1,,https://yt3.ggpht.com/1L-uRLyCczZ2fEKyujqxP9s1AHBw5blSA3A956Ws-S0gO8niL6wC_ZR9Shf14zAhI1lAyh1nyg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529640.929132,True,"افان صاحب،
مانا کہ آپ ڈکی بھائی اور دوسرے یوٹیوبرز کے خلاف ہیں۔ چلیں، ان کو ایک منٹ کے لیے سائیڈ پر رکھتے ہیں۔
آپ ان وزراء اور سیاستدانوں کے بارے میں ویڈیو کیوں نہیں بناتے جو پہلے ہی کرپشن مافیا میں شامل ہیں اور منی لانڈرنگ کر رہے ہیں؟ جو کالا دھن بنا رہے ہیں اور ملک کو لوٹ کر باہر، خاص طور پر پرتگال میں، لاکھوں اور اربوں کی پراپرٹی بنا رہے ہیں۔
حکومت ان پر ایکشن کیوں نہیں لیتی؟ ان پر کیس کیوں نہیں بناتی اور انہیں گرفتار کیوں نہیں کرتی؟ آپ صرف یوٹیوبرز پر ویڈیو بنا رہے ہیں کہ ان کا پلان ایسا ہے، ویسا ہے۔ کیا آپ ان سیاستدانوں اور وزیروں سے ڈرتے ہیں؟
یہ یوٹیوبرز خوددار (self-made) ہیں اور خود اپنی محنت سے کما رہے ہیں، نہ کہ کرپٹ لوگوں کی طرح منی لانڈرنگ کر رہے ہیں۔ حکومت یہ الزام لگا رہی ہے کہ ڈکی بھائی نے غیر قانونی ایپس کے ذریعے منی لانڈرنگ کی ہے۔ افان صاحب، 'binomo' ہر بندہ استعمال کر رہا ہے اور یہ غیر قانونی بھی نہیں ہے، بلکہ قانونی ہے۔ یہ پوری دنیا میں استعمال ہو رہی ہے، یہاں تک کہ کرسٹیانو رونالڈو نے بھی اس کی مارکیٹنگ کی ہے۔
اور حکومت کہہ رہی ہے کہ یہ منی لانڈرنگ ہے؟ کیا بکواس ہے! میں ڈکی بھائی کے ساتھ نہیں ہوں، لیکن ایک قانونی چیز اور حق کے ساتھ کھڑا ہوں۔
باقی رہی آپ کی بات، تو آپ شروع سے ہی یوٹیوبرز کے خلاف تھے، اور اب تو آپ کو ایک بنا بنایا ناشتہ (تیار موضوع) مل گیا ہے جسے آپ دوسروں کے ساتھ شیئر کر رہے ہیں۔",neutral
7667,UgymjF3GfheuWFvdszB4AaABAg,ڈکی بھائی میں اپ کا سبسکرائبر ہوں اپ نے سو 🎉 انچ کا ٹی وی لے لیا ہے اپ کو اس کی مبارک🎉 باد گھر کی مبارک باد 🎉ٹکی بھائی یہ چھوٹے والا ٹی وی مجھے دے دو ڈکی بھائی میرے پاس ٹی وی نہیں ہے میں اپ کا چھوٹا سا سبسکرائبر ہوں 🎉😟😟,4 weeks ago,@WaliKB672,UCdPHz0QfGBCieucqy49PfDw,1,,https://yt3.ggpht.com/5KwB14q7n77wBFHlX2nd5wfjL5xzOxIltjVTHSXA88W0uqbZsOKJdGjvuNKr-mjIW9Fnl4k2=s88-c-k-c0x00ffffff-no-rj,False,False,1755529640.943853,True,ڈکی بھائی میں اپ کا سبسکرائبر ہوں اپ نے سو 🎉 انچ کا ٹی وی لے لیا ہے اپ کو اس کی مبارک🎉 باد گھر کی مبارک باد 🎉ٹکی بھائی یہ چھوٹے والا ٹی وی مجھے دے دو ڈکی بھائی میرے پاس ٹی وی نہیں ہے میں اپ کا چھوٹا سا سبسکرائبر ہوں 🎉😟😟,neutral
7765,UgwJTeEygBZI1z83AOh4AaABAg,"یہ زندگی بس کھیل تماشہ اور دھوکے کا سامان ھے , یارا۔",4 weeks ago,@zahidayyub290,UC9y4WnYE2tWx6YyL0ipX9BA,0,1.0,https://yt3.ggpht.com/ytc/AIdro_lsw2e9xw748rMHzzNcPriGnWjtJLBOxnYtO70LoVg=s88-c-k-c0x00ffffff-no-rj,False,False,1755529644.423401,True,"یہ زندگی بس کھیل تماشہ اور دھوکے کا سامان ھے , یارا۔",neutral
