,app,lang,content,score
3112,Careem,en,كيف أكون عميل و أواجه مشكله في طلب ولا أستطيع التواصل مع الشركه وعند الاتصال في خدمه العملاء يكون الرقم الذي اتصل به معلق مؤقت مع العلم ان طلبي جاهز في المطعم و الوقت المسغرق يقارب الساعتين ولم يحظر اي كابتن لاستلام طلبي !!!؟؟,1
3113,Careem,en,they cancelled my order after waiting for more than an hour because they cant find a rider. bs.,1
3115,Careem,en,"worst service ever, i ordered on careem & find out within a minute that they are taking 10aed extra on same product, then order was less than 30aed so i had to add 1 more product with extra amount, then i had to pay +10aed for delivery/services charges i tried to cancel order next minute & couldn't find button to cancel order, i had to call. after calling, he put me on hold for 20min, meantime delivery boy came and on call he said you had to cancel within 2min, wasn't mention when placed order",1
3117,Careem,en,"drivers stop anywhere and say they arrived. seriously? cars often don't match and drivers are dirty. no customer service line, no support, just admit, this is delivery app, not a proper ride sharing app.",1
3118,Careem,en,"i don't know which scoundrel has taken over the management of careem. he has also made it forbidden for careem's captains to live, and soon he will have the careem company shut down. careem doesn't have much orders yet. if you give them 7 aed as an order, even 100 aed won't be enough for any radier",1
3119,Careem,en,very bad experience we give order to the rider they always eat the food not delivered to customers and if cash order they didn't return the cash very bad service call centre also not taking action,1
3120,Careem,en,"hi, i can't update the careem app. so i uninstalled it, and now i can't even install it again. what's up with that? for samsung s22 ultra",2
3122,Careem,en,worst service especially by food delivery team,1
3123,Careem,en,"one star is too much for you because i booked a taxi for 31 rials, when i arrived at my destination, i was asked for 40 rials, which is a fraudulent company.",1
3125,Careem,en,poor service. made an order to be brought to the hotel i was staying in. failed to deliver and tried to reach out. no communication. lesson learned. never again,1
3126,Careem,en,i cancelled the food but it is showing the food delivered in my application and it is showing outstanding balance. i called 4-5 times for the customer service but they didn't resolve my issue.,1
3128,Careem,en,very bad app aed 100 was deducted from the credit card on the first transaction. my journey did not exceed 20 dirhams. and tell me that you will receive the amount from one week to three weeks.,1
3129,Careem,en,bad service!,1
3130,Careem,en,good application,5
3131,Careem,en,وقت طويل جدا في الانتظار,2
3132,Careem,en,the best service in jordan,5
3134,Careem,en,stopped ordering food from their platform after facing 2 instances of getting low quality food but their customer representative denied giving refund or compensation voucher..talabat and noon are far better than careem in handling such issues.,1
3135,Careem,en,careem is good service for everything 🙌,5
3136,Careem,en,the best,5
3137,Careem,en,"i had raised the complaint on careem app for wrong order but not they are refusing to pay refund, without providing any explanation.",1
3138,Careem,en,"they charged me twice, at the same time, even though i purchased one cycle pass!!!!",1
3140,Careem,en,they can block your careem pay any time with out giving any reason.they just say sorry our system detect error,1
3141,Careem,en,unable to download the app. today i uninstalled and was trying to install(play store) again but it says can't install.,1
3142,Careem,en,"ridiculous service, i waited on the phone for more than 30 minutes, wishing someone picks up. nothing.... till this moment.",1
3143,Careem,en,"include live chat option bro,dont just include ticket for reply,youre big company,act like it,the restaurant already postponed my orders several times and i dont get to cancel it as it already being accepted, i dont have that much time to wait hours for my food bro,the restaurant workers surely playing pranks rn in order for me to not give them low star review",1
3144,Careem,en,الكابتن سرق موبايلي وخدمة العملا اخر اهمال واستهتار بعد نهاية الرحلة مباشرة اكتشفت نسياني الموبايل ، اتصلت على رقمي ولما رن الكابتن قفله خالص وعملت اكتر من شكوى خدمة العملا لم تهتم وبعد ٨ ساعات من الشكاوي والتوتر، ارفقت بشكوى جديدة اني حعمل محضر رسمي فالشرطة للشركة والكابتن فاقل من ١٠ دقايق الكابتن فتح الموبايل ورد انه سافر بيه بره اسكندرية وحيرجعه تاني يوم خدمة العملا نزلتلي عليا غرامة ٩٣ ج تعويض للكابتن انه رجع الموبايل بدل ما ياخدو اجراء انه سرقه ومحدش عبرني حتى باعتذار,1
3145,Careem,en,"this is getting into another level of bad customer service, now apart from paying service fee, monthly fee, we need to share our order delivery waiting longer, next charge will be to receive our food hot?",1
3146,Careem,en,over all app services are excellent sometimes loction services not working upto mark but usually it is excellent,5
3147,Careem,en,great app,5
3148,Careem,en,update does not install,1
3149,Careem,en,this app is so easy and too good experience,5
3150,Careem,en,i have been using cream booking application for a long time since yesterday it has not been working properly the green box like eyecon where is the pickup location used to be shawn is not showing i am living a lot of problem and i think everyone most be having the same problem cream should make it as before as soon as possible so that it is easier for us to book,1
3151,Careem,en,"if you have outstanding balance , app doesn't let you pay in cash, only in credit or voucher. what kind of customer care is this?",1
3153,Careem,en,very fast service careem and driver also respectful,5
3154,Careem,en,i am a security guard working in a hospital and all the ride booking is for patients and visitors and now i have a message that i have an outstanding pay of 13 aed how i guess i should not be booking a ride for people again 😡😡,1
3155,Careem,en,this app is very good 👍,5
3157,Careem,en,nothing like careem,5
3158,Careem,en,تاخير من السوقين وخدمه زفت وفي لاخر الكابتن مجاش عشان ي كابتن معرفش مكان المطعم لي كابتن من غير جي بي أس عايش ف العصر الحجري حتي نجمه ما تستهلو ها,1
3159,Careem,en,نصابين بيسحبوا من الكارت بدون قبول الرحلة من سواق,1
3160,Careem,en,super nice dubai taxi and driver helping us alot apprecaited,5
3161,Careem,en,best transportation service drivers are polite and clean cars,5
3162,Careem,en,great!,5
3163,Careem,en,"i was a regular customer for 5 years. now customer service is appalling (it took a third message on 08/08 to get tickets from 14/06 and 15/06 answered), they don't refund pre-authorised debits on your card in 1-3 weeks: i've never seen my money again. it takes forever to get a driver, half of whom cancel after ten minutes when they see you are paying by card. prices have spiralled: i was quoted 88 dh with a discount for a ride that cost 22 dh with a competitor. not going back.",1
3164,Careem,en,just a horrible - pathetic customer service. sent umpteen request for callback in a fortnight but just no response. moreover in past the replies have always been wayward nothing on the actual query & no remorse for their wrongdoing. looks like something is better than nothing is their motto,1
3165,Careem,en,"not a proper help line available for solving problems.yesterday i did one money transfer to india and already more than 24 hours transaction is in progress, also my money deducted from my account. no further information.",1
3166,Careem,en,very good and helpful app,5
3167,Careem,en,very bad experience.they collect my money after that no food no refund very bad service,1
3168,Careem,en,"ok, so i gave them a chance with rides. never again. rides are 30% more than yango. avoid!!",1
3169,Careem,en,"super stupid app when it comes to recovering access,i am already an existing user and i have to fill up a form in order to get access to the app just because i don't remember my password. are u kidding me? i just need to book a cab and do it quickly suggested resolution can't help as i no longer use the card that was linked, and i don't have the last 4 digits. taxi is a service that is normally required immediately,and so your service becomes totally unavailable without a password reset option",1
3170,Careem,en,"the app is easy to use and understand and the drivers are really professional in their work, loved the experience",5
3171,Careem,en,captain omar was efficient and polite,5
3172,Careem,en,"""careem is an excellent app that offers safe, fast, and reliable rides every time.""",5
3173,Careem,en,"do not book cars through them and if you have to do not save payment card on the app, they withdraw money charging unrightfully / in return of no ride or service + over charging, not to mention they have no contact number and they do not respond to the complaints made via messages sent through the help option in the app, i and my sister have been ripped by them total scammers",1
3174,Careem,en,"life saver in erbil, iraq",5
3175,Careem,en,fraud and they only know better how to deduct money from your account without letting you know. after you delet your account your card details will be still with them you will not be able to remove your credit card and without any oder they will be deducting from your card. if you want to call for a complain there is no option to call them.,1
3176,Careem,en,"about the rides, very professional and respectful. i felt safe and comfortable the whole way. everytime. thank you!",5
3177,Careem,en,train your drivers for god sake i got yelled at for not knowing the exact place im sitting in on a road i barely know,1
3179,Careem,en,great 👍,5
3180,Careem,en,like usual. excellent.,5
3181,Careem,en,"the captain stole my food and nothing changes, it's not the first time. why careem accept such things? why the company is not concern about providing a honest services for their costumers? please answer me what's the purpose to have a company that allows captains cheap us like this and nothing is done to prevent this again? i will repeat this is not the first time!!!! if they would be punished, they'd not do this again and it'd not be a common practice as it is. come on! ridiculous!",1
3182,Careem,en,goodbye careem. from receiving 10 concession-rides a day to utilizing the 5hour premium rides - it was a great journey with you in pakistan.,5
3183,Careem,en,excellent 👌,5
3184,Careem,en,"got wrongly charged, notified a month later. call customer service saying that they will cancel the charge. never did.",1
3186,Careem,en,"professional, knowledgeable, and friendly. he deserves more stars 🌟.....",5
3187,Careem,en,user experience friendly and smart application,5
3188,Careem,en,prompt and good service,5
3189,Careem,en,perfect 👍🏻,5
3190,Careem,en,"this apps is bad as always, every time i book,the price i book is different always when i pay😏😏😏 and its not about traffic,they add sometime 5 to 10 sar comapred to the first price when i book,,",1
3192,Careem,en,"had a torrid start to the day but the captain mr abdul hamid, with his jovial and witty self brought a huge smile to my face and help forget about the not so great situation. need more captains like mr. abdul. great work. thanks and regards.",5
3193,Careem,en,very easy & continent,5
3194,Careem,en,bad experience they deliver damaged products and the y will not exchange or refund..i dont trust any more and im not going to use their scam service plus if u using their car service..driver will accept the order and never show up..the app will deduct full trip amount..and good luck..careem is bigges scammer,1
3196,Careem,en,super bad app !! it was bad experience with them !! why you accepting my cancellation if the restaurant start preparing!! so no money back and no food!! so bad service,1
3197,Careem,en,التطبيق زي الزفت يقولك دقيقتين ويلطعك ١٥ دقيقة,2
3198,Careem,en,very easy to use. tqvm.,5
3199,Careem,en,"can't cover all areas and really high fees, never recommend it",1
3201,Careem,en,"i was disappointed with my recent experience placing a mcdonald’s order through careem. the order was unexpectedly cancelled, and the app falsely claimed i had cancelled it. when i reached out, the responses felt automated, and i was told that no refund or replacement would be provided once the restaurant had begun preparing the order. i believe this situation highlights a need for stronger customer support and clearer communication from careem and under our rights a refund should be demanded.",1
3202,Careem,en,not professional in handling customer service especially if you are travelling. you go in circles with n solutions,1
3203,Careem,en,التطبيق كان جيد لكن الآن اعاني من التأخير بسبب ان التطبيق لايختار الطريق الاقصر يختار الطريق الابعد والأكثر ازدحاما,3
3204,Careem,en,اسوء ما تكون نقول عليها شركة في اختيار الكباتن والعربيات اسلوب التعامل شركة كريم تأخذ ١/١٠,1
3205,Careem,en,you're the worst riding company i've ever dealt with across continents.,1
3206,Careem,en,good 👍 need more changers,4
3207,Careem,en,"careem is the worst customer service in the uae, they are not solving your complaints if you have a problem and you will provide them pictures of a faulty order they will only apologize and will scam your money. the worst customer service in uae. i do not recommend that anyone use such application.",1
3208,Careem,en,"worse money transaction app for international transfer. i sent my money for my family's medical care last 01 august on which it said that it will take 15 minutes to 24 hours. as of 06 august, the money hasnt reached my home country. their customer care hotlines are useless as well as the app complaint services. i've been calling in a daily basis but i literally hear the same script from the agents that say it will be resolved in 24 hours without any tangible info. they also wont return my money",1
3209,Careem,en,it's not in every where just pop up creem doesn't exist in this area it does exit in this world might be out of this world,1
3210,Careem,en,why aren't we getting this version of the show? application,2
3211,Careem,en,app says it does not operate in your area lahore dha phase 9 . i am uninstalling,1
3212,Careem,en,"poor customer service, no better response if you have any problem.",1
3213,Careem,en,"the worst app ever, it never gave me the right amount gor my ride and when there is a drop off it always make me pay the double amount 😒 i don't recommend it at all for rides! go for uber, it never failed me",1
3215,Careem,en,"costumer service is very bad, false advertisement in some restaurants.",1
3216,Careem,en,"this is an updated review, august 2025 i'm not ordering from careem or using careem groceries again. i regret that i subscribed for 6 months plan. very very disappointed. i genuinely liked using careem even recommended it to friends and family but the customer service level is not the same as before unfortunately.",1
3218,Careem,en,"worst service ever. 4-5 drivers canceled while next to me. and then your app blocked me from using the app saying to call you. your landlines takes me to an auto message saying to use the in app help tab which is a dead end that leads no where. this is the worst service, worst app , worst customer service. if i could give minus stars i would. you guys should be ashamed. the owners of this company should be ashamed.",1
3219,Careem,en,"worst food delivery app in dubai. avoid it at all costs. poor customer support, bad handling of requests, and illiterate staff",1
3220,Careem,en,worst customer service,1
3221,Careem,en,ولا مرة ممكن يحلولك مشكله مهما كانت بسيطة او كبيرة دايما الرد معتذر منك سياسة الشركة ... اكثر من ٣ مرات تصير معي مشاكل بسيطة مثل (طلبت الطلب الان على لوكيشن مختلف واحكي معهم بنفس اللحظة اقوله ممكن اغير مكان الطلب لأنه غلطت بالموقع بحكيلك اوك بعد ١٠ دقايق برجعلك ، أسف منعتذر منك استاز بس ما بتقدر تغير مكان الطلب ، اولا ليش اوك ثانيا ليش ما بتقدر تساعدني شو هالمعضله اللي ما بتقدر تساعدني فيها ، بحكيلي احكي مع الكابتن وتفاهم معه ، اذا وافق يغير اللوكيشن بكون تمام,1
3222,Careem,en,perfect service..thanks,5
3223,Careem,en,السائق كان خلوق جدا والرحلة ممتعة,5
3225,Careem,en,"fast and smooth, clean cars, nice on the budget, location wise kwais unlike competitor.",5
3226,Careem,en,good app to do rides with low cost and comfirt,5
3227,Careem,en,قررت اعطي التطبيق فرصة اخيرة ومع هيك فشل بجدارة اسوأ تطبيق اكل ووتاكسي بالحياة والله,1
3228,Careem,en,"dear careem team, it is unfortunate to see careem rides ceasing operations in pakistan. your services have been a convenient and trusted part of daily life for many, and you will surely be missed. thanks for your services",5
3229,Careem,en,disgrace service,1
3230,Careem,en,super,4
3231,Careem,en,"if you get a wrong item, you can't return it back or get a refund! the customer service is awful as well!!",1
3232,Careem,en,i am sad now they are ending their service in pakistan.more power and success to you all for future venture.,5
3233,Careem,en,"good, excellent and easy location",5
3235,Careem,en,"they don't take any accountability for the food orders, if it's delivered in 2 hours to a central location... edit: last 2 orders, after waiting for 90min, they said food is damaged. and the other one, they delivered to the wrong location that i couldn't get it... and for both, the order looks ""delivered"" 👏",1
3237,Careem,en,bad experience with very low intelligence supports,1
3238,Careem,en,"pls call me about invoice which suppose to be sent to me last week.my complain was close but not resolved .i been promised to have invoice same day ,why this so difficult to resolve ????call me request call from manager !!!!!",1
3239,Careem,en,verry bad services and delivery guys are liars .,1
3241,Careem,en,first ride good,5
3242,Careem,en,experience and coustmer service from driver was appreciative,5
3243,Careem,en,noce,5
3244,Careem,en,good service,5
3245,Careem,en,very good and fast in response,5
3246,Careem,en,always good,5
3247,Careem,en,careem my favourite very good service and driver,5
3248,Careem,en,perkhidmatan yang bagus.. cepat dan driver yang mesra,5
3249,Careem,en,now days very bed,1
3250,Careem,en,smooth driving i like it,5
3251,Careem,en,"unfortunately, raise complain about damage in my order for food just two week ago . not received any call, action from careem put money in the wallet without informed me !!!",3
3253,Careem,en,i'm appreciate very very good application you can use this app all people,5
3255,Careem,en,chuk k rakhu,5
3256,Careem,en,اخر فتره سواق غير مهنيين و سيارات رديئه,1
3257,Careem,en,very expressive,2
3258,Careem,en,مبقاش في سيارات متاحه كتير و بنتظر بالنص ساعه و الساعه علشان الاقي رحله ده اذا لقيت في الاخر ، في كل الاماكن في القاهره,1
3259,Careem,en,"deteriorating app experience, customer service & care in the last months. seems company has undergone management changes, for the worse. will no longer use, recommend alternatives.",1
3260,Careem,en,best company,5
3261,Careem,en,"i logged in using my google account. i then verified my phone number using otp, then the app keeps asking for password, which i don't remember and there is no way to get past it. there is no forget password option and you need to reach out to customer service for such basic things, the customer service sent a message that i need to check my internet connection(copy pasted message) with the above experience, whoever are the people designing careem's ux have completely lost their mind.",1
3262,Careem,en,app's startup time is quite slow,5
3263,Careem,en,"worst experience ever. a complete failure by careem to process an urgent money transfer. the amount was deducted, and the transaction was left pending without justification despite providing all required documents. customer support is unprofessional and useless. as a result, the money will remain locked in the bank for 14 days. this app is financially unsafe and should be avoided. please think a million times before using any of careem’s financial services.",1
3264,Careem,en,recently finding a captain takes ages with a chance of not finding one at all. the app is becoming so unreliable.,1
3265,Careem,en,تطبيق زباله وشركه غير امنه بالمره بنتى كانت هتتخطف طلبتلها عربيه تاخدها من النادى والسواق كان هيخطفها ..بس الحمد لله جيبته وحبسته ف القسم شركه.وسخه اتفوووووووو عليكم,1
3266,Careem,en,good riding wherever i am,5
3267,Careem,en,the driver is very kind,5
3268,Careem,en,app مهزئ بيديك سعر و أما بتوصل المشوار يعلى السعر عليك,1
3269,Careem,en,"dear all, i tried to request a delivery from nashville restaurant, but you didn't accept the cash payment method from my side while it was accepted from another name at the same time. i need an explanation, please!!!!!",1
3270,Careem,en,"very bad experience, i applied the promo code but not add the payments i call to said i want cancel the order representetive said ok he talk with restuarant they said they also not packing the order i opened careem app this order has cancelled but later half n hour they call me and pushing me to buy this same one and said item will arriving near your building you must be need to buy & cut the call i don't understand whats this guys doing i ordered another food delivery apps satisfying but caree",1
3271,Careem,en,best experience,5
3272,Careem,en,great service,5
3274,Careem,en,very extent software and nice service ...,5
3276,Careem,en,"fraudulent company, you are stolen my money. guilty company... don't use it careem pay, they will stolen your money..take care..stolen company...not honest company",1
3277,Careem,en,i get ride from france cluster to casa grande and this very polite driver had my ride very smooth and greatly.. he deserves more than 5 star,5
3279,Careem,en,"very bad app and very bad mangment ,",1
3280,Careem,en,برنامج رائع ، اساسي في التنقل الى اي وجهة,5
3282,Careem,en,very nice service,5
3283,Careem,en,hi i can use careem pay before 2 days my careem wallet auto recharge nol card i don't know who use and who charge the nol card when charge the nol card i am working i have proof i call to careem care he told i don't know i don't have record . my question is if careem don't have record who is possible careem run application careem pay ..... it's mean it's a total fraud not safe and secure. 1 day 60 dirhm before 1 day 30 dirhm total 2 days 90dirhm lost and careem telling me i don't have record,1
3284,Careem,en,very bad customer service they dont reply to messages and complaints only auto reply even the emergency number they provide is also a robot that redirect you to the same useless chat! very disappointing service in jordan,1
3285,Careem,en,this is very expensive,2
3286,Careem,en,driver behavior very good 👍 driving very perfect,5
3289,Careem,en,nice ❤️,5
3290,Careem,en,"i order from careem and paid already online its showing in careem i received my order but i didn't receive my order still even i didn't received any call from rider or message so i tried to call delivery guy many times but he blocked my number even on whatsapp,so i call careem help line then their staff name salman he just tell us that they will refund our money after waiting for our order for long hour then this is what they response to us just refund?just wasting my time really disgusting....",1
3291,Careem,en,i have ordered from careem ..but i didn't receive it and rider delivered it in app . careem support is unsupported for customer agent name is nadeem and salman and rider name is shaban,1
3292,Careem,en,i have ordered from careem app ..rider delivered order in app my didn't delivered to us ..when i contact with careem support so he saying it's y fault ..even rider didn't call me and didn't msg ..so how rider can say we are unavailable??,1
3293,Careem,en,very good service iam happy zahid,5
3294,Careem,en,this app is not accepting to cancel if u did the order by mistake and if u want to change however call center always they answer u teh resturant accepted the order but that is automated from the app once u place the order will be accepted same time very bad service and very i dont recomend that app even most of resturant they put price duble than the orginal price at the resturant,1
3295,Careem,en,وحش جداا غير قابل لاستخدام,1
3296,Careem,en,user friendly. a companion app in uae,5
3297,Careem,en,i ordered from this app and urgently i had to go out. so i cancelled my order within 5 minutes and they immediately deducted the money from my wallet this app i'll never use. and i will tell to my colleague and friend don't use this app.,1
3298,Careem,en,"i am trying to usd the application in vain for three days becaus i can not press acceptance button which does not show up in the displayed terms and conditions page. i sent many coplaint, but no way. i'll leave this app for ever now.",1
3299,Careem,en,"very bad experience, specifically with customer services",1
3300,Careem,en,تم حذف التطبيق اليوم لفشل خدمة العملاء بحل مشكلتي لمده أسبوعين تم إرسال المشكله بعد انتهاء الرحله مباشرة وبعد مرور الوقت لم يتم حل المشكله و تم اخطارى بأن السياسه العامه لكريم لا يمكن حل مشكله مر عليها اكتر من أسبوع,1
3301,Careem,en,dear careem ap pakistan main apni. service again start karen please ya uber ko again pakistan main apni service start karni chahi hain,5
3302,Careem,en,"dear team after being a member and paying membership fee, e& is giving better rate than careem, careem sending msg for 23.94 and while sending money rate offering is only 23.82, very bad , it's disappointing please check and also add the option of remarks for sending money so we can keep a record of details of reason of sending money. thank you",4
3303,Careem,en,their driver didn't return the change of money even though he put the money in my wallet and told me it would be gone soon. untill now the money not appear in my wallet and they didn't care that he didn't put it in my wallet.and they told me it is your problem,1
3304,Careem,en,the car was brand new and very comfortable.enjoy the journey,4
3305,Careem,en,"one day i am order some items & still not finished my shopping, i leaves my phone went to another work after i came back my phone is looked when i open my phone automatically payment is deducted, same time i cancel the order of food, i didn't receive my money back. when i am trying to connect with this problem customer care sending massage that your order in on process now money will not refunded, just i wanted to know that i didn't receive my food & money bak also now my money is missing!",1
3306,Careem,en,very poor customer service.,1
3307,Careem,en,good ride app,5
3308,Careem,en,the customer service sucks,1
3309,Careem,en,تطبيق اى كلام السواقين بياخدوا الفلوس ومش بيحطواها فى المحفظة 😠😠 ومحدش بيرد عالشكاوى اخر مرة استخدمه,1
3310,Careem,en,clean and nice smell...,5
3311,Careem,en,better and affordable then uber,5
3312,Careem,en,"it's my first time using the app and i'm totally disgusted disappointed. they made a mess of the delivery address to which they agreed but rather they want me to bear the their mistake. should have stuck with my talabat, which i've used for years without the slightest form of disappointment. now i know better...... and now the app says it's delivered to the address it was meant to deliver to. but apparently not so. what a huge shame. i'm demanding a refund......",1
3314,Careem,en,it's very easy and good price with stuff is the best in the world,4
3315,Careem,en,gud 👌,5
3316,Careem,en,the best service in uae i appreciate rta and careem fast customer satisfaction respect thank you so much,5
3317,Careem,en,seems good,5
3318,Careem,en,خدمة عملاء ضعيفة جدا وتعامل غير مقبول من قبل بعض الكباتن، تم تقديم شكوى ولا يوجد استجابة، ولا تواصل من خدمة العملاء,1
3319,Careem,en,their service for careem pay is not as what they are marketing (speed),1
3320,Careem,en,really good,5
3321,Careem,en,"i will not recommend careem. for a taxi ride they dedicated 100aed the actual ride cost was 18.51 aed .after following up for a week they released the payment. now i have to wait again for my bank , fill the form and mails again for that refund to credit to my account. it was unnecessary to deductible this amount from my account by the careem.",1
3323,Careem,en,is this app work in saudi arabia also to book taxi and order food,5
3324,Careem,en,"i'm having a frustrating experience with careem in saudi arabia. after paying for an electric bike service, i couldn't access it despite multiple attempts. to my surprise, my balance was depleted within an hour without me using the service. i believe there might be an issue with careem's system or billing process.""",1
3326,Careem,en,easy app & quick respons& comfort tour,5
3327,Careem,en,the first ride great,5
3328,Careem,en,nothing works,1
3329,Careem,en,very good.,5
3330,Careem,en,customer service was top notch.,5
3331,Careem,en,"i cannot find my last two past customer service requests about a driver who made me feel extremely unsafe, tried to scam me and wanted way more than money from me. i wrote two requests and they just disappeared from my help messages. tried contact via whatsapp. cannot get ahold of cs through phone. needless to say i don't feel safe using this app anymore.",1
3332,Careem,en,good experience 👍🏿,4
3333,Careem,en,awesome 👍,5
3335,Careem,en,very good cleint services,5
3336,Careem,en,pls give me promo rides always. 😭😭,5
3337,Careem,en,it used to be a great app but recently when you book a ride it tells you the amount of price to pay but when the captain arrives at the drop off he asks for higher price cause the app changes it's price without me knowing but it's not the captain fault so you pay anyway,1
3338,Careem,en,"hala taxis are generally neat and clean, but it’s quite frustrating that nearly every driver uses their phone and talks to someone during the ride. delivery services are a good choice considering the time and money.",4
3340,Careem,en,great service in kuwait,5
3342,Careem,en,the worst app for rides in saudi arabia.. captains are not being monitored or guided.. they ll simply ask to cancel the ride.. moreover most of the vehicles are not in good condition,1
3343,Careem,en,لا يوجد مصداقية في طلب الاجرة تظهر في التطبيق مبلغ ويطلب السائق مبلغ مضاعف,1
3344,Careem,en,this app has the best support! they listen and know how to understand customer needs or inconvenience then do their best to help. keep it up careem team,5
3346,Careem,en,في الاونه الاخيره في عمان الاردن في اي وقت نطلب سياره يقوم النظام الآلي عندكم بتعيين كابتن بعيد جدا اكثر من ٨ إلى ١٠ دقائق او كابتن يوصل طلب قريب وايضا ياخد من ١٠ إلى ١٥ دقيقه وهذا المستوى من الخدمه لا يرقي لما كان عليه . أعيدوا الأسلوب الاول ان لا تفرضو على الكابتن الطلب بل دعوهم يقيمو متى يقبل الطلب ودعونا نطلب كريم كما كنا او نبحث عن تطبيق اخر,1
3348,Careem,en,"best food application, i removed noon and talabat, careem plus free delivery without minimum amount it's the best",5
3350,Careem,en,"i would like to sincerely appreciate the driver kumar gurung taxi number 2250 for being extremely professional, respectful, and well-mannered. the journey was smooth, and i felt very comfortable and safe. highly recommended.",5
3351,Careem,en,"poor customer service, delayed delivery, and not recommended to order through this app at all",1
3352,Careem,en,حلوة الخدمة بس الاسعار مبالغ بيها جدا,3
3353,Careem,en,gatiya treen ap,1
3354,Careem,en,"lately, the service ia getting so bad. i have been assign to a driver who said he is waiting outside. then i kept calling him with no luck. if i cancel my ride they deduct my money anyway! bwcause of that i missed my appoinment.",1
3355,Careem,en,driver helpful and very knowledgeable of routes,5
3356,Careem,en,the help centre is useless and can't support clients in any case or situation. uninstall. the help centre called me back immediately and fixed the issues that i faced with the captain. thanks and appreciate the quick response.,4
3357,Careem,en,worst delivey..they deduct money for cancelled oders.. that also even 3 month after with out permission,1
3358,Careem,en,"very bad experience always no solution for problems i don't recommend this app for anyone, cheap as well",1
3360,Careem,en,easy and convenient,5
3361,Careem,en,"the application became the worst app after the last update many errors in defining the location, you also cancelled go 3lakafik option which was the best thing in the app now we can't find rides easily i could wait for a whole hour waiting for a car whatever was the location, sometimes rides are cancelled with no reason and it's so hard to reach to the customer service so they can help in finding cars",1
3362,Careem,en,i took a ride to dxb terminal 1 today. captain syed shiraz was very friendly and caring and took care of everything i required. very friendly and an excellent driver.,5
3365,Careem,en,very satisfied with all the application aspects,5
3366,Careem,en,للأسف لا يوجد أقل من نجمة واحدة... حيث أنه خلال يومين تكرر موضوع الذروة ومشاكلها... للأسف حتى لو اشتكيت كمان عالفاضي,1
3368,Careem,en,i am unable to use the credit in scooter rides although i choose careem pay wallet option when book a ride why it works only in car rides it doesn't make sense that's clear fraud,1
3369,Careem,en,best of the best ❤️,5
3371,Careem,en,the customer care shares a standard response to multiple follow ups & inefficient to understand real problem and share a solution. i've travelled abroad & need to use an app for booking rides in kuwait. i can't make new bookings due to some outstanding amount which i'm unable to clear using my international credit card (add top-up wallet is not working). i've requested many times to clear outstanding (initiate payment link / share temp voucher & then charge extra,1
3372,Careem,en,"to get a invoice for the ride, i have to jump from niagra falls!¿????.?... why no option to invoice straight from the app? and, disappointing experience when tried to sign in on the website! fed up! will prefer uber next time.!",1
3373,Careem,en,very bad experience with careem yesterday,1
3374,Careem,en,very bad ..rude drivers,1
3375,Careem,en,this app will show you less while booking the cab and once you board and complete the ride the amount will go to the top with a huge difference. this is not the one to be preferred for cab.😡,1
3377,Careem,en,disrespect and dishonest,1
3379,Careem,en,سرعة الوصول وتفهم الكابتن,5
3380,Careem,en,exllent service wery fast transport good,5
3382,Careem,en,ممتاز وسريع,5
3383,Careem,en,"love this app, use it for everything. there's a new ad feature though that keeps blocking the other buttons and wish you would remove it. (especially while trying to book a taxi, the ad covers the button to book the ride!) edit: you guys actually edited the app! thank you!!",5
3384,Careem,en,careem service best,5
3385,Careem,en,careem is the best app to book rides . this is my 3rd year using it. i'm really happy with the service no complains from the captains and always on time,5
3386,Careem,en,very nice and carefully app,5
3387,Careem,en,i order pizza fist time restaurant cancel my order without any reason when i put complaint they told you can't get refund your amount very bad app too much fake people they cancel order and not give my refund very bad app please don't use this app and customer service language very bad please all beware this fake app,1
3388,Careem,en,very good services,5
3389,Careem,en,good i like it,5
3390,Careem,en,perfect ever. and most respectful thanks kareem,5
3391,Careem,en,"much better than other apps, it gives you the ability to do a lot of things: food delivery, grocery shopping. some apps do not give you the chance to save locations; this gives it to you. careem is the best",5
3392,Careem,en,"the ride service seems to have been negatively affected by the last update which is now a disadvantage and discouragement to advance package paying customers with very long waiting times, used to be much better.",4
3393,Careem,en,مريح جدا,5
3394,Careem,en,للأسف أغلب الي يسوقون السيارات شارين الحساب من أشخاص مصرحين، الي بالتطبيق مختلف عن الي يجيك وهذا خطر على الركاب ويعتبر جريمه,1
3395,Careem,en,"experience depends on the ride, the interface is fine but it should consider knet payment incase there's no cash. thank you.",5
3396,Careem,en,"worst experiance faced during cancellation of food. within a minute i cancelled the order but they refused to refund my money. informed me that restuarant already started to prepare food, not able to cancel.just imagine, within a minute restuarant took your order and started to prepare. usually they take minimum 15 minutes to pick the order then reaching the destination around 40 to 45 minutes. just looting money from people. very bad experience, noon have better refund policy. such a dissapoint",1
3397,Careem,en,thanks for your customer service 👍🏻,5
3398,Careem,en,it was wonderful journey with qasim,5
3399,Careem,en,the money was deducted from the account before the trip starts and the captain made an accident and we should go out of the car and after that we found that the trip completed and no money was refund,1
3400,Careem,en,i swear this app is the worst!,1
